Sequence Number	Deposit	Latitude	Longitude	MILSREF	MRDSREC	Orange Number
CH 531	Silver Rule Mine	44.1783	-114.5747	160370431	W014383	324
CH 532	Star Group Mine	44.1758	-114.5814	160370145	W014185	325
CH 533	Tango Prospect	44.1753	-114.5842	160370432	W014384	326
CH 534	Disgust Group	44.1717	-114.5842	160370148	W014122	328
CH 535	Saratoga Prospect	44.1681	-114.59	160370149	W014444	329
CH 536	Porcupine Prospect	44.1617	-114.5964	160371030	W014442	330
CH 537	Mark Twain Prospect	44.1617	-114.5806	160370150	W014443	331
CH 538	Hermit Mine (Native Silver)	44.1511	-114.5869	160370435	W014177	332
CH 539	Little Livingston Mine (Little Livingston Lake Mine)	44.1472	-114.5967	160370434	W014385	333
CH 540	Railroad Ridge	44.1456	-114.5986	160370151	N/A	334
CH 577	Patty Flynn Prospect	44.0908	-114.6814	160370668	W014123	368
CH 578	Free Silver Prospect	44.0872	-114.7083	160370185	W014512	369
CH 579	Enderlin	44.0814	-114.665	160370440	N/A	370
CH 580	White Cloud Prospect (White Cloud #1-3)	44.0781	-114.6711	160370671	W014125	371
CH 581	Strawberry Basin Claim (Silver Dollar Mine; Strawberry Claim)	44.0753	-114.6739	160370442	W014392	373
CH 582	Mountain Home Quartz Vein	44.075	-114.6775	160370152	W014470	374
CH 584	Fissure Borne Mine	44.0678	-114.6428	160370443	W014394	375
CH 585	Timberline Prospect (Strawberry)	44.0647	-114.6522	160370701	W014124	376
CH 586	Gold Leaf Extension Prospect	44.0572	-114.6483	160370153	W014468	377
CH 587	Blackman Peak Prospects	44.0564	-114.6525	160370154	W014469	378
CH 588	H & S No. 5	44.055	-114.6611	160371033	N/A	380
CH 589	Confidence Mine (Lucky Strike; Deer Trail)	44.0503	-114.6539	160370451	W014422	381
CH 590	Gold Leaf Prospect	44.0542	-114.6392	160370155	W014467	379
CH 591	Vulture Group	44.0503	-114.6489	N/A	N/A	N/A
CH 592	Deer Trail Mine (Deertrail; Blackman)	44.0489	-114.6547	160370679	W014119	383
CH 593	Shiner Prospect	44.0467	-114.6489	160370666	W014128	384
CH 595	Rupert Mine (FDR)	44.0439	-114.6544	160370550	W014466	386
CH 596	Black Warrior	44.0358	-114.7056	160370156	N/A	387
CH 597	Red Robin No. 3 Prospect	44.0297	-114.665	160370015	W014474	388
CH 598	Red Robin No. 1 Prospect	44.0289	-114.6608	160370157	W014473	389
CH 599	Six Lakes Basin Prospects	44.0261	-114.6711	160370158	W014475	390
CH 600	Enderlin	44.0236	-114.6586	160370452	N/A	391
CH 601	Blackbird	44.0244	-114.6389	160370169	N/A	392
CH 602	Meadowview Prospect (Meadow View)	44.0217	-114.6569	160370002	W014423	393
CH 603	Washington Peak Mine (Blackman Mine)	44.0181	-114.6778	N/A	W014425	394
CH 604	Mountain View Prospect	44.0089	-114.7058	160370159	W014478	397
CH 605	Champion Prospect	44.0103	-114.7011	160370664	W014479	396
CH 606	Phoenix Prospect	44.0092	-114.6958	160370160	W014481	398
CH 607	First National Prospect	44.0075	-114.6997	160370161	W014480	399
CH 608	Omaha Prospect	44.0072	-114.6917	160370162	W014482	400
CH 609	Unnamed prospect	44.0061	-114.6961	160370163	N/A	N/A
CH 610	Iope Group	44.0147	-114.6372	160370672	W014130	395
CH 611	Last Resort Vein (Margie Bell Vein; Washington Basin)	44.0078	-114.6558	160370007	W014129	402
CH 612	Black Rock Nos. 11 and 15 Prospects	44.0031	-114.66	160370006	W014487	403
CH 613	Phantom Vein	44.0081	-114.6561	160370640	W014488	404
CH 614	Reconstruction Vein (Washington Basin)	44.0072	-114.6519	160370035	W014477	406
CH 615	Yacomella Veins (Washington Basin)	44.0083	-114.6458	160370009	W014476	405
CH 616	Washington Basin Deposit (Empire Vein)	44.0064	-114.6542	160370008	W014134	407
CH 617	Washington Vein Prospects (Black Rock; Washington Basin)	44.0014	-114.6644	160370454	W014424	409
CH 618	Road Prospect	44.0033	-114.6606	160370166	W014486	412
CH 619	Red Warrior Prospect	44.0022	-114.6778	160370665	W014483	410
CH 620	Contact Prospect	44.0025	-114.6728	160370165	W014484	411
CH 621	Cirque Wall Prospect	44.0011	-114.6683	160370167	W014485	413
CH 623	Tyrolese Prospect	44.0017	-114.6328	160370013	N/A	414
CH 873	Lower Bacon Creek Placer	44.7742	-114.8753	160370617	W014037	556
CH 877	Crystal Uranium Prospect	44.7644	-114.8889	160370609	N/A	559
CH 882	Cougar Ranch Placer	44.7381	-114.9181	160370694	W014042	562
CH 883	Sill Mine	44.7097	-114.9144	160370699	N/A	563
CH 886	Little Creek Placer	44.7244	-114.9967	160370612	W014052	566
CH 887	Teapot Prospect	44.7172	-115.0975	160370232	W014048	596
CH 888	Middle Fork Lodge Placer	44.7169	-115.0156	160370616	W014067	567
CH 890	Lower Thomas Creek Placer	44.7153	-115.0031	160370613	W014050	569
CH 891	Robinhood Prospect	44.7128	-115.0328	160370662	W014058	570
CH 892	Lovell-Jones Prospect	44.6997	-115.0289	160370071	W014053	571
CH 893	Little Johnny Prospect	44.7	-115.0122	160370056	W014056	572
CH 894	Chickadee Quartz Prospect	44.7003	-114.9939	160370003	W014057	573
CH 895	Iowa Boy Prospect	44.6936	-115.0458	160370076	W014049	574
CH 896	Hogback Quartz Prospect	44.6894	-115.0261	160370066	W014055	575
CH 897	Unnamed prospect	44.6867	-114.9953	160370222	N/A	N/A
CH 898	Thomas Creek No. 3 Claim	44.6703	-115.0081	160370103	W014081	577
CH 899	Thomas Creek No. 2 Claim	44.6667	-115.0222	160370680	W014080	578
CH 900	D & E Mine	44.6519	-115.0044	N/A	N/A	N/A
CH 901	Bell Creek Placer	44.6475	-115.0831	160370621	W014061	618
CH 902	Placer Gold Mine (Greyhound Bar; Grubstake)	44.6489	-115.1642	160370878	N/A	N/A
CH 908	Huntington Placer	44.7567	-115.105	160370375	W014064	587
CH 910	Mule Creek Placer	44.7417	-115.1311	160370608	W014100	589
CH 911	Indian Joe Placer	44.7297	-115.1436	160370356	W014065	591
CH 912	Pistol Creek and Middle Fork of the Salmon River Placer	44.7261	-115.15	160850131	N/A	592
CH 915	Horse Pistol Placer	44.7192	-115.1458	160850379	W014024	595
CH 916	Lake Creek Placer	44.7186	-115.1369	160370233	W014066	597
CH 944	Gold prospect	44.6272	-115.2244	N/A	N/A	N/A
CH 946	Sheepeater Bar	44.6267	-115.1917	160850588	N/A	N/A
CH 947	Gold Dragon Prospect	44.625	-115.2206	160370848	N/A	N/A
CH 948	Deer Horn Creek Bar	44.6214	-115.2189	160850589	N/A	N/A
CH 949	Snowslide Claim	44.6172	-115.2089	160370874	N/A	N/A
CH 956	Unnamed mine	44.5494	-115.2889	160370836	N/A	N/A
CH 957	Muskeg Creek	44.57	-115.2178	160370032	N/A	654
CH 958	Old Soldier No. 1 Claim	44.5694	-115.1878	160370882	N/A	N/A
CH 959	Old Soldier No. 2 Claim (Soldier Creek)	44.5586	-115.1878	160370883	N/A	N/A
CH 965	Biggs Ranch Placer	44.7142	-114.7964	160370224	W014072	677
CH 968	Jack Creek Prospect	44.6961	-114.8094	160370105	W014073	680
CH 969	Falconberry Ranch Placer	44.6981	-114.7647	160590524	W014071	681
CH 972	Massacre Mercury Prospect	44.6469	-114.7361	160370639	N/A	702
CH 982	Zeolite Occurrence	44.5917	-114.5119	160590852	N/A	N/A
CH 983	Zeolite Occurrence	44.5614	-114.6503	160370919	N/A	N/A
CH 984	Zeolite Occurrence	44.5206	-114.6269	160370918	N/A	N/A
CH 985	Zeolite Occurrence	44.5553	-114.6694	160370920	N/A	N/A
CH 986	Tip Group	44.57	-114.5589	160370887	N/A	N/A
CH 987	Lucky Star	44.5458	-114.7714	160370255	N/A	706
CH 988	Billy Goat (Ridge Runner Claims)	44.5294	-114.7736	160370833	N/A	N/A
CH 989	Unnamed prospect	44.5206	-114.7742	160370834	N/A	N/A
CH 990	Blue Lady Prospect	44.5178	-114.7661	160370902	N/A	N/A
CH 991	Dirty Dutchman Prospect	44.6481	-114.9317	160370641	W014074	684
CH 992	Triple B. Prospect	44.6486	-114.9042	160370104	W014075	683
CH 993	Whiskey Group	44.5806	-114.9439	160370810	N/A	N/A
CH 994	Unnamed prospect	44.5681	-114.9564	160370777	N/A	N/A
CH 996	Winn B Claim	44.47	-115.0419	160370849	N/A	N/A
CH 997	Homestake Mine	44.4769	-115.1081	N/A	N/A	300
CH 998	Unnamed prospect	44.4644	-115.0428	160370850	N/A	N/A
CH 999	Horn 1-163	44.4183	-115.0742	160371009	N/A	N/A
CH1000	Poacher Group	44.4897	-114.7983	160370921	N/A	N/A
CH1001	Wangler Group	44.4775	-114.7364	160370892	N/A	N/A
CH1002	Unnamed prospect	44.4769	-114.7906	160370869	N/A	N/A
CH1003	Spotted Bear Claims	44.4686	-114.7747	160370499	N/A	756
CH1004	Lamb Prospect	44.46	-114.7639	160370256	W014136	757
CH1005	Tammco Group	44.4242	-114.7314	160370982	N/A	N/A
CH1006	New Deal & Square Deal	44.4244	-114.7217	160370490	N/A	N/A
CH1007	Silver Pine & Soapstone	44.4267	-114.7422	160370980	N/A	N/A
CH1008	Misty Mountain Group	44.4447	-114.8692	160370890	N/A	N/A
CH1009	Panic 1-108	44.4275	-114.9564	160370972	N/A	N/A
CH1010	ARMP Claim Group	44.4386	-114.8464	160370884	N/A	N/A
CH1011	Dominion	44.3928	-114.9639	160371008	N/A	N/A
CH1012	Unnamed prospect	44.3983	-114.9414	160370712	N/A	N/A
CH1013	Crystal Claim	44.4017	-114.8594	160370291	W014139	759
CH1014	Red Mountain (Cabin Creek)	44.4072	-114.8933	160370945	N/A	N/A
CH1015	Park Creek Silver Prospect	44.3958	-114.8797	160370290	W014302	760
CH1016	Unnamed prospect	44.3931	-114.8756	N/A	N/A	N/A
CH1017	Hindman and Jumbo Claims (Hyndman; Jumbo)	44.3914	-114.8706	160370286	W014137	762
CH1018	Independence 1-5 Prospects	44.3881	-114.8722	160370288	W014138	763
CH1019	West Fork of Yankee Fork	44.3947	-114.8061	160370713	N/A	N/A
CH1020	Aspen No. 4 Prospects (Aspen; Copperite)	44.3231	-114.8917	160370716	W014180	774
CH1021	Golden Day Mine (Potato Mtn. Mine; Golden Ray Mine)	44.3217	-114.9042	160370349	W014143	775
CH1022	Baker and Potato Hill Mine (Baker Group; Potato Group)	44.3175	-114.8956	160370347	W014141	776
CH1023	Enterprise Prospects	44.3133	-114.895	160370348	W014142	781
CH1024	Lightning No. 1 Mine (Little Bill Mine)	44.3175	-114.8797	160370346	W014194	777
CH1025	Lightning Upper Pit Mine (Little Bill Mine)	44.3164	-114.8753	160370346	W014193	778
CH1026	Lightning No. 3 Prospect	44.3167	-114.8697	160370547	W014140	779
CH1027	Little Bill Mine	44.3139	-114.8794	160370546	N/A	780
CH1028	Lightning No. 2 Mine (Little Bill Mine)	44.3111	-114.8767	160370346	W014108	782
CH1029	Alpine Group	44.3033	-114.9211	N/A	N/A	N/A
CH1030	H and M Prospects (Genesis; H&M)	44.3067	-114.9158	160370350	W014144	783
CH1031	South Potato Mountain Prospects	44.3011	-114.9331	160370178	W014495	784
CH1032	Bell Cross	44.2975	-114.9181	160370352	W014145	785
CH1033	Main Diggings Prospects	44.2972	-114.9114	160370353	W014146	786
CH1034	Shorty Group (Sunday; LaFzy Jack)	44.2964	-114.8561	160370374	W014353	787
CH1035	W A J 151-154	44.3203	-114.8219	160370986	N/A	N/A
CH1036	East Basin Mine (East Basin Creek Group)	44.3014	-114.8436	160370542	W014155	788
CH1037	Uranus Prospects	44.2986	-114.835	160370543	W014181	789
CH1038	Unnamed prospect	44.3408	-114.6653	160370327	N/A	765
CH1039	Ramey Creek Project	44.3519	-114.6908	160371007	N/A	N/A
CH1040	Billy John 1 & 2 (Willalijack Mining Co.)	44.3244	-114.6436	160370949	N/A	N/A
CH1041	Unnamed prospect	44.3303	-114.6644	160370329	N/A	766
CH1042	Yankee Fork Placer (Snake River Mining Co. Placer)	44.3422	-114.7239	160370409	W014171	769
CH1043	Ramey Creek Group (Only Chance)	44.3289	-114.7231	160370977	N/A	N/A
CH1044	Lucky Shelly	44.3208	-114.7433	160370992	N/A	N/A
CH1045	Ace In The Hole	44.3261	-114.745	160370507	N/A	767
CH1046	Rankin Creek (Last Chance)	44.3231	-114.7381	160370400	N/A	768
CH1047	Charlotte Gay Placer	44.3233	-114.7172	160370953	N/A	N/A
CH1048	Rose Group	44.3208	-114.7322	160371005	N/A	N/A
CH1049	Princess and Perry's Package	44.315	-114.7225	160370974	N/A	N/A
CH1050	Unnamed prospect	44.3147	-114.6978	160370505	N/A	770
CH1051	Gold Star 1-4	44.3125	-114.73	160370993	N/A	N/A
CH1052	Little Nugget	44.3136	-114.7361	160370969	N/A	N/A
CH1053	Lucky Shelby Kay (Lucky Shelly Kay)	44.3164	-114.7528	160370990	N/A	N/A
CH1054	Sunrise	44.3142	-114.7478	160370714	N/A	771
CH1055	Sunset	44.3111	-114.7514	160370715	N/A	772
CH1056	Shamrock Prospect	44.2994	-114.7794	160370377	W014355	790
CH1057	Hygrade Claims (Little Leslie 1-4)	44.2942	-114.7278	160370401	W014168	773
CH1058	R & R	44.2981	-114.7239	160370976	N/A	N/A
CH1059	Hardee Mine	44.2903	-114.7981	160370376	W014354	791
CH1061	Coal Creek Mine (Coal Creek Nos. 1, 4, and 10 Claims)	44.2839	-114.8267	160370382	W014133	793
CH1062	Little Joe Prospects	44.2831	-114.8164	160370383	W014159	794
CH1063	Deer Strike and Elk Mine	44.2794	-114.8183	160370381	W014158	795
CH1064	Alta Prospects (McClure)	44.2875	-114.7856	160370380	W014157	799
CH1065	Pine Hen Claims	44.2878	-114.7803	160370213	N/A	800
CH1066	Side Hill Claims	44.2844	-114.7778	160370214	W014182	801
CH1067	Big Hank Claims	44.2806	-114.7781	160370378	W014356	802
CH1068	Lower Harden Prospects	44.2811	-114.77	160370379	W014156	803
CH1069	Mandate Prospect	44.2739	-114.7658	160370391	W014165	804
CH1070	American Creek	44.2678	-114.7653	160370215	N/A	805
CH1071	Fool Proof Claims	44.2619	-114.8308	160370677	W014107	796
CH1072	Abbie Lou Prospects	44.2653	-114.8258	160370389	W014163	797
CH1073	P and B Prospects (Rocket Nos. 1 and 2)	44.2611	-114.8283	160370390	W014164	798
CH1074	Rough Creek Placer	44.2375	-114.7994	160370392	W014358	806
CH1075	Last Chance	44.2342	-114.7983	160370208	FS00428	807
CH1076	Grubstake	44.2311	-114.7956	160370210	FS00430	98
CH1077	Flying Dutchman Nos. 1 and 2	44.2275	-114.7953	160370211	FS00422	809
CH1078	Golden Anchor Nos. 1, 2, and 3	44.225	-114.79	160370212	FS00421	810
CH1079	Unnamed prospect	44.2272	-114.9475	160371021	N/A	N/A
CH1080	Unnamed prospect	44.2239	-114.9436	160371022	N/A	N/A
CH1081	Fran Clara Prospect	44.2275	-114.9317	160370372	W014352	814
CH1082	Black Cube Prospect	44.2225	-114.8667	160370428	W014382	815
CH1083	Little Casino Creek Placer	44.2253	-114.8592	160371039	N/A	297
CH1084	Little Pete	44.2192	-114.8692	160371023	N/A	816
CH1085	White Star No. 1	44.2158	-114.8631	160371024	N/A	817
CH1086	Big Casino Creek Placer	44.2278	-114.8325	160370179	W014361	811
CH1088	Boo Berry Hill	44.3864	-115.1744	160370951	N/A	N/A
CH1090	Passover 1-36	44.305	-115.1872	160370957	N/A	N/A
CH1091	Fritz Prospect	44.3411	-115.0506	160370173	W014491	741
CH1092	Valley Creek Mine	44.3358	-115.0497	160370285	W014301	743
CH1093	Unnamed prospect	44.3392	-115.0356	160371019	N/A	N/A
CH1094	Buckskin Mine	44.3311	-115.0722	160370174	W014127	744
CH1095	Trail Prospect	44.3306	-115.0419	160370175	W014492	745
CH1096	Valley Creek Placer	44.3158	-115.0622	160370653	W014513	746
CH1097	Meadow Creek Placer (Meadows Placer Area)	44.3092	-115.0703	160370653	W014514	N/A
CH1098	Elk Creek Placer	44.2894	-115.0589	160370544	W014515	748
CH1099	Elk Creek Mine (Dukes Mixture)	44.2861	-115.0667	N/A	N/A	N/A
CH1100	Shorty Group (Gem State; Gem State Nos. 1 and 2)	44.2767	-115.0742	160370622	W014126	750
CH1101	Gold Coin Prospect	44.2658	-115.0714	160370176	W014494	752
CH1102	Stanley Ace Prospects	44.2553	-115.0644	160370345	W014344	753
CH1103	Mountain View Group	44.2525	-114.9969	160370177	W014503	754
CH1104	Unnamed prospect	44.2342	-114.9775	160371020	N/A	N/A
CH1105	Grand Prize Prospect	44.1872	-114.9075	160370670	W014507	966
CH1106	Shirley Ann Prospect (Elk Creek Prospect)	44.2675	-115.1439	160370206	W014493	751
CH1108	Stanley Lake Creek Outcrop	44.2011	-115.1178	160370220	W019336	947
CH1110	Greenback Mine (Duquette Mine)	44.1811	-115.1019	160370427	W014381	949
CH1118	Alpine Lake Area Prospect	44.0761	-115.0178	160370702	W019344	957
CH1121	Redfish Lake Creek Occurrence	44.04	-114.9817	160370448	W014420	958
CH1122	Cramer Lakes Prospects (Sawtooth)	44.0356	-114.9758	N/A	W019338	959
CH1123	Hell Roaring Creek Occurrence	44.0356	-114.9494	160370450	W014421	960
CH1124	Hidden Lake Prospect (Northern Altered Zone Prospect No. 2)	44.0125	-115.0067	160370703	W019342	962
CH1128	Hidden Lake Prospect (Southern Altered Zone Prospect No. 2)	44.0064	-114.9556	160130228	W019340	965
CH1129	Gold Creek Placer	44.115	-114.8447	160370437	W014388	967
CH1131	Williams Creek Placer	44.0933	-114.8394	160370438	W014389	968
CH1154	Good Hope	44.6283	-114.0411	160370238	N/A	711
CH1157	West Creek Prospect	44.4975	-114.4236	N/A	N/A	N/A
CH1158	Laka Placer	44.45	-114.6419	160370966	N/A	N/A
CH1159	Pepe Pappy and Grandpa's Folly	44.4556	-114.5911	160370973	N/A	N/A
CH1160	Edna Claims	44.4392	-114.4522	160850571	N/A	N/A
CH1161	Swallow Group	44.3719	-114.4272	N/A	N/A	N/A
CH1162	Mary Alice Prospect (Mill Creek Prospect)	44.5069	-114.3553	160370576	N/A	852
CH1163	New Hope Lode Claims	44.5025	-114.3625	160370648	N/A	853
CH1164	Mill Creek Project	44.5036	-114.2314	160370626	N/A	712
CH1166	Unnamed prospect	44.4881	-114.3211	160370272	N/A	854
CH1167	Kraken Hill Mine (Holterman Prospect; Cachalot Vein; Kraken; Marantha Mine; Open Question; Chalspar)	44.4864	-114.3339	160370271	W014281	856
CH1168	Chalspar No. 1 Mine (West Vein; Past Up Vein; Paulsen Property)	44.4792	-114.34	160370273	W014282	861
CH1169	Bluebird Prospect	44.4722	-114.3444	N/A	N/A	N/A
CH1170	Dougherty Group (Daugherty Group; Skyline #8 Mine)	44.4792	-114.3478	160370217	W014526	871
CH1171	Garden Creek Mine	44.4731	-114.3075	160370658	N/A	865
CH1172	Chalspar No. 3	44.4833	-114.3472	160370525	FS00438	857
CH1173	Challis View (Skyline #1)	44.4814	-114.3611	160370523	N/A	858
CH1174	Chalspar No. 2 Prospect	44.4783	-114.3711	160370524	W014283	859
CH1175	Chalspar No. 5 Prospect	44.4761	-114.3458	160370275	W014284	862
CH1176	Fluorspar Group (Florspar Nos. 2, 4, 5, 6, 7, 11, 12; Fluorspar #2; Chalspar #2)	44.4781	-114.3572	160370274	FS00439	863
CH1177	Troxpar Prospect	44.4669	-114.3375	160370276	W014285	866
CH1178	Aztec #11 Prospect (Sneeze Prospect; Lucky Strike)	44.4575	-114.3403	160370572	N/A	868
CH1179	JS Prospect	44.4536	-114.3378	N/A	N/A	353
CH1180	Westpar Prospect (Westspar No. 1)	44.4656	-114.3531	160370277	W014286	867
CH1181	Aztec Prospect (Double Sneeze Prospect)	44.4556	-114.3494	160370571	N/A	869
CH1182	G.C. Silver Prospect	44.4481	-114.3483	N/A	N/A	N/A
CH1183	Chalspar Nos. 3-13, and 19	44.4419	-114.3389	160370521	FS00443	873
CH1184	Keystone Property	44.445	-114.3322	160370519	W014289	872
CH1186	Keystone Mine	44.4453	-114.3275	160370278	W014287	874
CH1187	Pacific 9A Mine	44.4467	-114.3147	160370218	W014131	875
CH1188	Devonian Dolomite	44.3667	-114.0725	160370647	N/A	910
CH1189	Cash Creek Prospect	44.3803	-114.4672	N/A	N/A	N/A
CH1190	Last Chance Mine (Homestake; Big Pine Mine)	44.3506	-114.3328	160370342	W014342	877
CH1192	Maude (Vermont)	44.3322	-114.3586	160370534	N/A	882
CH1194	Silver Bell Mine (New Silver Bell; Grandview; Old Silver Bell)	44.3183	-114.3536	160370340	W014340	881
CH1196	Mammoth Prospect (Sheridan)	44.3122	-114.3217	160370422	W014375	887
CH1201	Red Top	44.3275	-114.4006	160370603	N/A	879
CH1202	Rob-Roy Mine (Rob Roy; Red Top)	44.3014	-114.4111	160370644	D006596	893
CH1203	Compass Mine	44.3092	-114.4094	160370412	W014366	890
CH1204	Carrothers-Hines Prospect	44.3036	-114.4119	160370563	N/A	894
CH1205	Sadle Prospect (Ellis Group)	44.3036	-114.3944	160370416	W014370	895
CH1206	Pedrino Prospect	44.2889	-114.3881	160370423	W014376	898
CH1208	Clayton Mine (Clayton Silver; Clark; Custer; Camp Bird)	44.2808	-114.4136	160370023	M060188	900
CH1209	Ella Prospect	44.2767	-114.4108	160370419	W014372	901
CH1210	Sky Line	44.2697	-114.4364	N/A	N/A	N/A
CH1213	Williams, Rohlds, and Ernst Mine (Williams; Rohlds; Ernst; Good Friend Group)	44.2672	-114.3678	160370424	W014377	904
CH1214	Quartzite Occurrence	44.2675	-114.3233	160370877	N/A	N/A
CH1215	Sulphide Prospect	44.2589	-114.3603	160370426	W014379	905
CH1216	Muleshoe Prospect (Mule Shoe)	44.2492	-114.3619	160370425	W014378	906
CH1217	Union-Companion Prospect (Union; Companion)	44.2572	-114.4114	160370421	W014374	908
CH1218	Clayton View Mine	44.2811	-114.41	160370559	N/A	907
CH1219	Dryden Mine (Williams-Dryden Group)	44.25	-114.4342	160370420	W014373	909
CH1221	Badger Prospect	44.1531	-114.3753	160370436	W014386	912
CH1223	Sheep Mountain	44.0894	-114.3811	160370950	N/A	N/A
CH1224	Thompson Creek Project	44.3556	-114.5903	160370619	N/A	N/A
CH1225	Thompson Creek Mine (Tungsten Jim Mine; Tungsten Jim Nos. 1-4; Scheelite Nellie Nos. 1-4; Nelvinny Nos. 1-4; Salmon River Scheelite Mine)	44.3339	-114.585	160370001	W014331	821
CH1226	Bruno Mine (Cinnabar Group)	44.3419	-114.5244	160370330	W014327	819
CH1227	Buckskin Mine (Roosevelt Claims)	44.3256	-114.5622	160370016	W014329	822
CH1228	Rain-in-the-Face Claim	44.3244	-114.5536	160370332	W014330	823
CH1229	Flagstone 1-7	44.3342	-114.4775	160370954	N/A	N/A
CH1230	Greyhound Ridge	44.32	-114.565	160370031	N/A	824
CH1231	Anna Group	44.3139	-114.4981	N/A	N/A	N/A
CH1232	Redbird Mine (Red Bird)	44.31	-114.4747	160370413	W014367	891
CH1233	Twin Apex Mine (McClure)	44.3069	-114.5025	160370415	W014369	826
CH1234	Thompson Creek Molybdenum (Tuscarora; Pat Hughes Creek Prospect)	44.3017	-114.5411	160370698	D000476	825
CH1235	Cyprus Mining Project 2	44.3019	-114.5778	160370120	N/A	N/A
CH1236	South Butte Mine	44.2869	-114.4522	160370414	W014368	896
CH1237	Berbes	44.2792	-114.5211	160370948	N/A	N/A
CH1238	Saturday Mountain Mine (Squaw Creek Group)	44.2822	-114.4817	160370418	W014371	897
CH1239	Sure Shot Prospect (Dry Hollow)	44.2569	-114.5192	160370196	W014440	850
CH1240	Thompson Creek Silver Prospect	44.2547	-114.5297	160370194	W014439	848
CH1241	Salmon River Scheelite	44.2511	-114.5208	160370627	N/A	851
CH1242	Mill Creek Bar Placer	44.2531	-114.5469	160370193	W014523	847
CH1243	Holman Creek Prospect	44.2478	-114.5308	160370195	W014441	849
CH1245	Holman Creek Silver Prospect	44.2292	-114.535	160370202	W014454	981
CH1246	Unnamed prospect	44.225	-114.5353	160370554	N/A	N/A
CH1247	Gold-Silver Prospect	44.2489	-114.5767	160370192	W014438	846
CH1248	Flintstone Group	44.2508	-114.5825	160370191	W014437	845
CH1249	Katherine	44.2481	-114.5956	N/A	N/A	N/A
CH1250	Burnt Bar Placer	44.2517	-114.5944	160370190	W014522	844
CH1251	Ideal Placer	44.2536	-114.6025	N/A	N/A	N/A
CH1252	Cold Creek Bar Placer	44.2517	-114.6097	160370189	W014521	843
CH1253	Gardner Bar Placer (Farmer Bar)	44.2558	-114.6253	N/A	N/A	N/A
CH1254	Elkhorn Placer	44.2514	-114.6181	160370188	FS00431	842
CH1255	Treon Creek Bar Placer (Bend Claim)	44.2525	-114.6342	160370187	W014520	841
CH1256	Peach Creek Prospects	44.2589	-114.6458	160370207	W014117	839
CH1257	Big Copper 1, 2, 3 (Annabel Lee Group)	44.2964	-114.6756	160370504	D006594	828
CH1258	Peach Creek #2	44.285	-114.6483	160370033	W014174	829
CH1259	Patricia Ann Occurrence	44.2786	-114.6556	160370403	W014175	830
CH1260	Peach Creek Tungsten Claims (Germania Lode; Molly Hogan Group 1-22)	44.2756	-114.6519	160370402	N/A	831
CH1261	Easy Bar Placer	44.2489	-114.6453	160370186	W014519	840
CH1262	Catherine No. 1	44.2517	-114.6525	N/A	N/A	N/A
CH1263	Aspen Gulch Outcrop	44.2517	-114.6608	160370405	W014363	838
CH1264	Robinson Bar Placer	44.2514	-114.6708	160370404	W014362	837
CH1265	The Great Centennial Placer	44.2492	-114.6756	160370406	W014173	836
CH1266	Taylor Placer (Taylor Digggings)	44.2508	-114.6842	160370408	W014364	835
CH1267	Centauras Workings (Centauras Placer)	44.2564	-114.6897	160370407	W014172	834
CH1268	Bluebird Group	44.2625	-114.695	160370102	W014509	833
CH1269	Warm Springs Occurrence	44.2206	-114.6864	160370197	W014510	969
CH1270	Copper-Lead Prospect	44.2058	-114.6253	160370198	W014451	970
CH1271	Last Chance No. 5 Prospect	44.1925	-114.6272	160370199	W014189	971
CH1272	Hoodoo Prospects (Upper Hoodoo; Middle Hoodoo; Lower Hoodoo)	44.1711	-114.6333	160370624	W014184	972
CH1273	Fairway	44.1692	-114.6383	160370430	N/A	973
CH1274	Swimm Lake Occurrence	44.1489	-114.6769	160370200	W014511	974
CH1275	Martin Creek Placer	44.1353	-114.7278	160370439	W014390	975
CH1276	The Meadows Placer	44.1306	-114.7247	160370673	W014525	976
CH1277	Pigtail Creek Placer	44.0981	-114.7478	160370553	W014391	977
CH1279	Aztec Mine (Fisher Mine; Kingfisher Group)	44.0853	-114.7411	160370101	W014393	979
CH1280	Unnamed prospect	44.1139	-114.6614	160371032	N/A	N/A
CH1281	Stella Prospect	44.0558	-114.7203	160370201	W014471	980
CH1282	Crater Prospect (Lakeview Claims; Crater Lake)	44.1375	-114.6061	160370445	W014179	983
CH1283	Livingston Mine (Livingstone)	44.1347	-114.5839	160370444	W014178	984
CH1284	Del Yante Property	44.1236	-114.5764	160370446	W014395	985
CH1285	Scheelite Occurrence	44.1181	-114.5794	160370026	N/A	986
CH1286	McClure No. 4 Claim	44.1072	-114.5864	160370447	W014396	987
CH1287	ASARCO Prospect	44.1078	-114.5611	160370203	W014490	988
CH1288	Boulder Chain Lakes Prospect	44.0878	-114.57	N/A	N/A	N/A
CH1289	Boulder Chain Lakes Prospects	44.0756	-114.5661	N/A	W014121	989
CH1290	Kirtley Prospect	44.0719	-114.5533	160370449	W014397	990
CH1291	G.B. Williams Antimony Mine	44.0658	-114.6014	160370654	N/A	991
CH1292	Baker Lake Prospect (Uncle Jess Deposit)	44.0594	-114.5603	160370204	W014434	992
CH1293	Little Boulder Creek Prospect (Fuller and Baker)	44.0553	-114.5575	160370025	W014120	993
