Sequence Number	Deposit	Latitude	Longitude	MILSREF	MRDSREC	Orange Number
CH 157	Purple Spar No. 4 Lode	44.8456	-114.5325	160590670	W014463	138
CH 158	Lucky Herb Prospect	44.845	-114.5253	160590376	W014225	139
CH 159	Meyers Cove Antimony (Antimony Lode; Lora-Eletha Claim; Stibnite-Barite Prospect; Golconda #2 Barite Prospect)	44.8319	-114.5117	160590395	W014465	140
CH 160	Antler Ridge Lode (Duck Creek Group)	44.8619	-114.5039	160590382	W014231	143
CH 161	Little Big Lead Prospect	44.8578	-114.4967	N/A	W014428	144
CH 162	Bear Trap Lode Mine (Lode No. 4; Beartrap)	44.8575	-114.4925	160590381	W014230	145
CH 163	North Vein Mine (North Pit)	44.8558	-114.4989	160590383	W014233	146
CH 164	Big Lead Lode Mine	44.855	-114.5031	160590385	W014235	147
CH 165	Morning Sun Lode (Seaforth Mine)	44.8528	-114.5147	160590377	W014226	150
CH 166	Powderhouse Lead Lode (Lode No. 8)	44.8522	-114.5044	160590388	W014237	151
CH 167	Meyers Cove Fluorspar	44.8533	-114.4997	160590391	W006945	518
CH 168	South Vein (South Lead Lode; Vein No. 3)	44.8533	-114.4897	160590389	W014238	149
CH 169	Anderson Lode Mine	44.8506	-114.4969	160590384	W014234	152
CH 170	Crystle No. 1 Lode (Crystle Nos. 1-17, 23-26)	44.8483	-114.5067	160590672	W014458	154
CH 171	M and M Mine	44.8486	-114.5019	160590387	W014236	153
CH 172	Chamac Camp Lode Mine (Fluorspar Gulch)	44.8431	-114.5089	160590386	W014221	155
CH 843	Jay Bird Claim (Iron Lode)	44.9875	-114.6181	160590845	N/A	N/A
CH 844	Hoot Owl Prospects	44.9767	-114.6136	160590847	N/A	N/A
CH 845	Hintz Prospect (Ajax)	44.9531	-114.5869	160590370	W014220	512
CH 846	Yellowjacket Placer Group	44.8864	-114.6078	160590540	W013904	513
CH 848	Pole Creek Placer	44.9733	-114.7306	160590576	W014102	492
CH 849	Reservoir Creek Placer	44.9631	-114.7261	160590577	W014103	493
CH 850	Mormon Ranch Placer	44.9503	-114.7253	160590578	W014068	494
CH 853	Aparejo Point Placer	44.9342	-114.7208	160590579	W014060	497
CH 854	Hard Climb Prospect	44.93	-114.7125	160590369	W014219	498
CH 855	Aparejo Creek Fluorite Prospect	44.9264	-114.7194	160590242	W014046	499
CH 856	Blue Bird (Black Bird)	44.9144	-114.7203	160590584	N/A	500
CH 857	Broken Oar Placer	44.9111	-114.7292	160590415	W014063	501
CH 859	Pool Placer	44.8989	-114.7231	160590379	W014097	503
CH 860	Heatherington Placer (Heatherington's Hunter)	44.8936	-114.7281	160590580	W014030	504
CH 862	Camas Creek Point Placer	44.8886	-114.7175	N/A	W014099	506
CH 864	Sullivan Uranium Prospect (Frosty Claim)	44.8394	-114.7731	160590394	W014047	509
CH 866	Simplot Ranch Placer	44.8075	-114.8078	160590583	W014032	548
CH 960	Woodtick Group (Hale; Mammoth)	44.8025	-114.6847	160590531	W014054	511
CH 961	Unnamed prospect	44.7711	-114.6581	160590677	N/A	N/A
CH 963	Good Enough Group	44.7164	-114.7828	160590676	W014079	675
CH 964	Burn Creek Prospect	44.7144	-114.7697	160590519	W014077	676
CH 966	Black Nugget Claim	44.7106	-114.7756	160590517	W014078	679
CH 970	Valentine Group	44.6947	-114.7506	160590424	W014076	682
CH 971	Warm Springs Placer	44.6533	-114.7392	160370903	N/A	N/A
CH 973	Hot Creek Fluorspar Occurrence	44.6633	-114.6569	160590843	N/A	N/A
CH 974	Snowshow Creek Fluorspar Occurrence	44.6756	-114.6031	160370914	N/A	N/A
CH 975	Snowshoe Creek Silver Anomaly	44.6667	-114.6072	160590844	N/A	N/A
CH 976	Lower Snowshoe Fluorspar Occurrence	44.6581	-114.6247	160370915	N/A	N/A
CH 977	Last Chance Group	44.6225	-114.5194	160370888	N/A	N/A
CH 979	Williams Mine	44.6025	-114.5553	160590397	W014252	703
CH 980	Pinch Hit	44.6	-114.5494	N/A	N/A	N/A
CH 981	Parker Mine (Parker Mountain Mine)	44.5992	-114.5544	160590396	W014251	704
CH1130	Ace-in-the-Hole	44.9667	-114.4489	N/A	N/A	N/A
CH1132	Unnamed location	44.99	-114.3656	160590364	N/A	N/A
CH1133a	Iron King Group Nos. 1-17	44.9844	-114.2861	160590673	FS00605	514
CH1135	Iron Creek Deposit	44.9628	-114.1153	160590675	W001320	524
CH1136	Little No Name Prospect	44.9597	-114.1186	12	W027153	525
CH1137	Ripper Mining Claims	44.9469	-114.1261	160590438	N/A	526
CH1138	Copper Prospect	44.9608	-114.0053	160590108	W013471	529
CH1139	Twin Peaks Mine (Spair Time Mine; Kapp; Rattlesnake; North Copper Group; Spare Time Group; Spare Tire; Golden Copper)	44.9547	-114.0044	160590366	W013494	530
CH1140	Copper Prospect	44.9431	-114.0028	160590367	W013495	532
CH1141	Badger Basin Prospect	44.9289	-114.0281	160590368	W013496	533
CH1142	Silver Creek (Ramey and Kane)	44.93	-114.3658	160590378	N/A	515
CH1143	Panther Creek Opal Occurrence	44.8964	-114.3131	160590392	W014240	516
CH1144	Rabbitfoot Mine (Rame; Rabbit Foot Mine)	44.8839	-114.3381	160590393	W014241	517
CH1146	Allison	44.8742	-114.4653	N/A	N/A	N/A
CH1147	Silver Creek Placer	44.8658	-114.4369	160590536	W014227	520
CH1148	Watchtower Prospect	44.8622	-114.4208	160590380	W014229	523
CH1149	Monument Mine (Singiser; Singeiser; Singheiser; Singiser-Monument Mine; Monument Cove)	44.8628	-114.4122	160590390	W014239	521
CH1150	True Blue Prospect	44.8642	-114.4056	N/A	W014228	522
CH1151	White Horse	44.6919	-114.0356	N/A	N/A	N/A
CH1152	Ellis Area (Ellis Group)	44.6989	-114.0322	160590678	W017988	709
CH1153	Pahsimerai Valley Uranium Occurrence	44.6867	-114.0181	160590679	W014116	710
CH1318	Gold Chain Placer	44.9775	-114.5269	160590356	N/A	98
CH1319	North Star			160590361	N/A	98
DI   1	Koper Kyute Group (Last Chance)	45.6639	-113.9375	N/A	D009906	N/A
DI   2	Moose Creek Placer (Little Moose Creek)	45.6581	-113.9678	N/A	D010420	N/A
DI   3	Smith Placer	45.6419	-113.9683	160590628	W013330	1
DI   4	Pierce Creek Placer (Bingo)	45.6347	-113.9453	160590116	W013285	2
DI   5	Vine Creek Placer	45.6267	-113.9856	N/A	D010421	3
DI   6	North Fork Salmon River (Placer at Pierce Creek)	45.6239	-113.9625	160590629	W013329	4
DI   7	Gregg-Bently Claim (Red Fox Placer; Florence)	45.6058	-113.9647	160590630	N/A	6
DI   8	Hammerean Creek Placer	45.5767	-113.9931	160590632	W013318	9
DI   9	Johnson Gulch Prospect	45.5661	-113.9806	N/A	D009909	N/A
DI  10	Dot Claims	45.5606	-113.9706	160590123	W013336	28
DI  11	Dahlonega Copper Prospect	45.555	-113.9947	160590534	D009911	N/A
DI  12	Surprise Group (Wilhite Uranium; Bitterroot Uranium; Mathis-Dean Property)	45.5564	-113.9661	160590124	M060182	29
DI  13	Moon Prospect	45.5542	-113.9594	160590117	W013335	27
DI  14	Paroc	45.555	-113.9708	160590535	D009910	N/A
DI  15	Far West	45.5492	-113.9744	160590638	N/A	30
DI  16	Ditch Creek Placer (Bull of the Woods)	45.5389	-113.9917	N/A	D009914	N/A
DI  17	Unnamed prospect	45.5367	-113.9958	N/A	N/A	N/A
DI  18	Chamelion Lode (Bull of the Woods)	45.5336	-113.9958	160590539	D009912	N/A
DI  19	Diane Group (Talisman; McMackin Group)	45.5744	-113.9147	N/A	D009907	N/A
DI  20	Dike Mine	45.5753	-113.9256	160590119	N/A	10
DI  21	Clara Morris Group	45.5725	-113.92	160590118	W013286	11
DI  22	Roland and Taylor Group Mine	45.5717	-113.9283	160590007	W013287	12
DI  23	Hammer Property	45.5644	-113.9269	160590434	N/A	22
DI  24	Chief Claim Mine (Hilltop; Hidden Treasure)	45.5589	-113.9178	160590646	W013311	46
DI  25	A. D. & M. Mine (American Development; Rescue; Gibbonsville; North Fork; Keystone; Huron)	45.5608	-113.9089	160590111	W013288	16
DI  26	McCarthy	45.5611	-113.9303	160590211	N/A	23
DI  27	Anderson	45.5586	-113.9344	160590208	N/A	24
DI  28	Anderson Creek Placer (Bingham Placer)	45.5575	-113.9214	160590634	W013309	17
DI  29	Cardiff Giant Group	45.5533	-113.9192	N/A	D009915	N/A
DI  30	Corn Beef Group (Corned Beef)	45.5531	-113.93	160590210	W013310	18
DI  31	Twin Brothers Mine (Twin Sisters Mine)	45.5453	-113.9225	160590635	W013289	19
DI  32	Big Four Mine (Cyanide Gulch)	45.5406	-113.9256	160590526	W013313	5
DI  33	North Fork Placer (Sundown Placer; McGovern Placer)	45.54	-113.9269	160590440	W013324	21
DI  34	North Star Prospect	45.5381	-113.9333	N/A	D009917	N/A
DI  35	Volter Creek	45.5408	-113.945	160590125	N/A	31
DI  36	Iron Lode Mine	45.5319	-113.8906	N/A	D009918	N/A
DI  37	Great Western Group	45.5367	-113.94	160590537	D009916	N/A
DI  38	Three Mile Creek Placer (Last Chance)	45.5686	-113.8669	160590127	W013290	13
DI  39	Dahlonega Creek Placer No. 1 (Lower Dahlonega Creek)	45.5606	-113.8719	160590633	W013314	15
DI  40	Dahlonega Creek Placer No. 2 (Belle Placer; Upper Dahlonega Creek)	45.555	-113.8481	160590128	W013315	14
DI  41	Hardway	45.5394	-113.8881	160590639	FS00650	32
DI  42	Golden Reward Mine (Lick Creek Mine)	45.5364	-113.8864	160590129	W013291	33
DI  43	Red Star	45.5278	-113.8861	160590641	FS00639	39
DI  45	Dunton Prospect (Poor Man's Luck)	45.5269	-113.8306	N/A	D009796	N/A
DI  46	Little Sheep Creek Placer	45.5047	-113.8853	160590640	W013323	38
DI  47	Ajax Gambler	45.5239	-113.9272	160590457	N/A	41
DI  48	P.M.& B. (Powder Gulch Prospect)	45.5233	-113.9144	160590130	D009919	40
DI  49	Trowbridge Bar Placer (Highland Placer)	45.5178	-113.9353	160590642	W013331	42
DI  50	Maybe Lode	45.5122	-113.9625	160590538	D009913	N/A
DI  51	Ransack Creek Placer	45.5097	-113.995	160590644	W013374	44
DI  52	Idaho Warren Placers (Hughes Creek Placer)	45.5014	-113.9953	160590643	W013334	45
DI  53	Goldfield Prospect	45.5064	-113.9319	160590527	D009920	N/A
DI  54	Fourth of July Lode (4th of July Lode)	45.4869	-113.9314	N/A	D009930	N/A
DI  56	Big Eagle Prospect	45.5042	-113.8339	N/A	D009798	N/A
DI  58	Sheep Creek Placer (Golden Dawn)	45.4961	-113.8261	160590132	W013292	36
DI  59	Sunrise Prospect	45.4553	-113.8483	N/A	D009904	N/A
DI  60	Smitty Prospect (Smith; Southern Cross; South Fork Group; Cross)	45.45	-113.8333	160590137	W013337	47
DI  61	Sheep Creek Mine (Sunrise; Sunset)	45.4472	-113.8244	160590138	W013338	48
DI  62	Nineteen-Hundred Lode	45.4289	-113.8167	N/A	D009903	N/A
DI  63	Rathburn Gulch Prospect	45.4514	-113.9881	N/A	D009934	N/A
DI  64	Copper Queen (E-Z Copper)	45.4319	-113.9958	N/A	D009933	82
DI  65	Unnamed location	45.42	-113.9364	160590139	N/A	N/A
DI  66	Wagonhammer Prospect	45.4072	-113.9339	160590870	D009929	N/A
DI  67	Soldier Boy	45.4106	-113.9081	N/A	N/A	N/A
DI  68	Little Thompson Gulch Prospect	45.4031	-113.9375	N/A	D009931	N/A
DI  69	Rattlesnake Prospect (O'Neil Prospect)	45.3925	-113.9275	160590544	D009932	50
DI  70	Fourth of July Creek Placer	45.4022	-113.8653	160590645	W013322	51
DI  71	White Azalea Claim	45.3689	-113.9431	160590140	W013339	52
DI  72	Bobcat Gulch Prospect (Napoleon Ridge)	45.3564	-113.9936	160590865	D011328	N/A
DI  73	Lang Claim	45.3475	-113.9961	160590141	W013340	53
DI  74	Napoleon Gulch Placer	45.3564	-113.9528	N/A	D009799	N/A
DI  75	Wilcox Prospect	45.3503	-113.9122	160590150	W013347	54
DI  76	Red Bird Lodes	45.3422	-113.9508	N/A	D009800	N/A
DI  77	Comet Creek	45.3303	-113.9431	160590142	N/A	58
DI  79	Forget-Me-Not (Bird Creek)	45.3117	-113.9419	160590145	W013342	60
DI  80	Rocket-Dolly Group (Rocket; Seloma; Little Maud; Dolly Claims)	45.31	-113.9336	160590146	W013343	61
DI  81	Shoo Fly Mine (Sims Mine)	45.305	-113.9872	160590144	W013341	59
DI  82	Wickham Mine (Maverick; Liberty; Bell No. 3)	45.2961	-113.9317	160590147	W013344	63
DI  83	Contact Claim Group (Bell; Diamond Creek)	45.2933	-113.9525	160590148	W013345	62
DI  84	Lucky Gem	45.2897	-113.9494	N/A	N/A	64
DI  85	Simer Prospect (Lost Wife Group)	45.285	-113.935	160590149	W013346	65
DI  86	Lucky Gem No. 13	45.28	-113.9442	N/A	N/A	66
DI  87	McKinley Claim	45.2794	-113.9383	160590441	D009795	68
DI  88	Unnamed prospect	45.2742	-113.9269	N/A	D009784	N/A
DI  89	Lucky Prospect (Frank Burch Property)	45.2767	-113.9628	160590163	W013353	67
DI  90	Delmar Mine	45.2625	-113.9622	160590157	W013349	80
DI  91	Castle Rock	45.2614	-113.9489	N/A	N/A	78
DI  92	Wallace Creek Placer (Gilt Edge Placer)	45.2567	-113.9594	160590158	W013350	81
DI  93	Tendoy Mine	45.2567	-113.9428	160590159	N/A	79
DI  94	Starlight Prospect	45.2514	-113.9394	N/A	D009794	N/A
DI  95	Amagosa Mine (Queen of the Hills; Copper Queen; Crescent; Queen and Crescent)	45.2431	-113.9442	160590160	W013351	82
DI  96	Birch Claims (Queen Gulch)	45.2411	-113.9539	N/A	N/A	N/A
DI  97	Deriar Creek Placers	45.2389	-113.9044	160590653	W013316	95
DI  98	Bromide Silver Lodes	45.2367	-113.9347	N/A	D009792	N/A
DI  99	Fenster Creek Placer	45.2272	-113.9022	160590652	W013333	94
DI 100	Red Cross Group	45.22	-113.9936	160590411	N/A	83
DI 101	Unnamed mine	45.2181	-113.9444	N/A	D009789	N/A
DI 102	Silverton Prospect	45.215	-113.965	160590161	W013352	86
DI 103	Bob Moore Creek Prospect	45.2119	-113.9786	160590648	W013376	85
DI 104	Golden Rule	45.2097	-113.975	N/A	D009790	N/A
DI 105	Sparkplug Kyanite Prospect	45.2069	-113.9711	160590435	D009791	87
DI 106	Sunnyside	45.1992	-113.9986	N/A	N/A	N/A
DI 107	Bob Moore Uranium Prospect (Bob Moore Creek Uranium Prospect)	45.2083	-113.93	N/A	D009785	N/A
DI 108	Moore Creek Placer (Bob Moore Creek Placer)	45.2036	-113.9167	160590651	W013325	93
DI 109	Unnamed prospect	45.2003	-113.9319	N/A	D009788	N/A
DI 110	Salmon Sandstone Quarry South	45.19	-113.8669	N/A	W013380	N/A
DI 111	Salmon Bentonite	45.1792	-113.8842	160590590	N/A	92
DI 112	G. W. Oliver Coal	45.1842	-113.9389	160590650	N/A	91
DI 113	Andrews Mine	45.18	-113.9381	160590175	W013300	89
DI 114	Pollard Coal Mine (Chips Creek; Pollard Canyon Mine)	45.1747	-113.9503	160590176	N/A	88
DI 115	Edwards Mine	45.1739	-113.9556	160590649	N/A	88
DI 116	Salmon Sandstone Quarry	45.1564	-113.9344	N/A	W013378	N/A
DI 117	Salmon Sandstone Quarry East	45.1511	-113.9358	N/A	W013379	N/A
DI 118	Lemhi River Placers	45.1592	-113.8286	160590659	W013321	122
DI 119	Wilson Creek Claim	45.1489	-113.8797	160590412	N/A	124
DI 120	Salmon Bentonite Mine	45.13	-113.8617	160590180	W013377	125
DI 121	Lemhi Valley Bentonite Mine	45.1317	-113.8144	160590179	W013381	123
DI 122	Unnamed location	45.1094	-113.8833	160590181	N/A	126
DI 123	Lemhi Group	45.1097	-113.9828	N/A	D009787	N/A
DI 124	Copper Mountain Mine	45.1056	-113.9986	160590660	W013301	128
DI 125	Tormey Mine (Tormay; Greenhorn; Torney; Tornay)	45.1086	-113.9814	160590177	W013362	127
DI 126	Bull	45.0667	-113.9964	N/A	FS00612	25
DI 127	Eagles Nest Occurrence (Williams Creek; Eaglesnest)	45.085	-113.9353	160590193	W013306	129
DI 128	Armstrong Prospect (Donna No. 1)	45.0811	-113.9272	160590192	W013305	130
DI 129	E-Dah-How Claim Group (Dona Lou; Leesburg Uranium Inc.; Skyline; McConnell-Sargent Claims)	45.0733	-113.8992	160590452	W013369	132
DI 130	Pope-Shenon (Eureka; Grandview)	45.0758	-113.8561	160590195	M060838	140
DI 131	Columbia	45.0697	-113.8556	N/A	N/A	N/A
DI 132	Lemhi Claims (Magic Mountain)	45.0664	-113.9	N/A	N/A	133
DI 133	Mother Lode	45.0631	-113.8956	160590454	N/A	134
DI 134	Ruth Group	45.0561	-113.9036	N/A	N/A	135
DI 135	Mont-Ida Uranium Prospect	45.0461	-113.9092	N/A	D006564	N/A
DI 136	Shirley Ann Claims	45.0333	-113.9631	160590407	N/A	136
DI 137	Unnamed location	45.0178	-113.9019	160590197	N/A	137
DI 138	Sheep Creek Mines	45.0436	-113.8453	160590530	N/A	N/A
DI 139	Porterfield Prospect	45.0358	-113.8289	160590196	W013370	139
DI 140	Harmony Mine (Contention; Leap Year; Continental; Anderson Group; Income Group)	45.0156	-113.8283	160590198	W013371	138
DI 141	Kenny Creek Prospect	45.0444	-113.7175	160590554	N/A	141
DI 142	Calumet	45.0031	-113.7092	160590551	N/A	N/A
DI 143	Royal Gold Group	45.3394	-113.7908	N/A	N/A	N/A
DI 144	Vimedsi (Vimedii)	45.3347	-113.8214	N/A	N/A	N/A
DI 145	Silver Star Property (Contact)	45.3342	-113.8308	160590151	W013348	55
DI 146	Gold Bug	45.3317	-113.8269	N/A	N/A	116
DI 147	Tower Creek Placer (Boyle Creek)	45.3306	-113.8778	N/A	D009921	N/A
DI 148	Twin Cabin Mine	45.3283	-113.7406	160590153	W013293	56
DI 149	Shumaker-Olson	45.3183	-113.7475	160590212	N/A	57
DI 150	High Prospect	45.3158	-113.7308	160590882	N/A	N/A
DI 151	Carmen Creek Mine and Placer	45.2883	-113.7333	160590154	W013294	71
DI 152	Unnamed mine	45.2742	-113.7317	N/A	D009900	N/A
DI 153	Freeman Creek	45.2789	-113.8119	160590152	N/A	69
DI 154	Holcomb Creek Prospect (Golway Gulch Mine; Halcomb Creek Mine; Kinney Group)	45.2753	-113.7586	160590155	W013295	76
DI 155	Freeman Creek (Freeman Gulch Placer; Bell Mine Placer)	45.2697	-113.7461	160590168	D009922	73
DI 156	Bell Prospect	45.2669	-113.7339	160590166	W013298	72
DI 157	Iron Dike Prospect (Dike Mine)	45.265	-113.76	160590169	W013355	74
DI 158	Drilling Development Prospect (Gold Dyke)	45.2631	-113.74	160590167	W013299	75
DI 159	Rattler	45.2578	-113.7344	N/A	N/A	N/A
DI 160	Oro Cache Mine (Freeman; California; Idaho Veins; Ore Cash; Marc Claims)	45.2836	-113.6919	160590156	W013296	70
DI 161	Victory No. 1 Prospect	45.2742	-113.6878	160590883	N/A	N/A
DI 162	Gold Bond	45.2686	-113.6964	N/A	N/A	N/A
DI 163	Confidence Group (Tin Day; Searchlight; White Horse)	45.2581	-113.6917	160590170	W013356	104
DI 165	Ranger Mine	45.2436	-113.6839	160590657	W013383	102
DI 166	Eldorado Mine (El Dorado)	45.2403	-113.6756	160590165	W013354	103
DI 167	Sage Hen Flats Potential Placer	45.2283	-113.7958	160590654	W013327	96
DI 168	Kirtley Creek Benches	45.2181	-113.7647	160590655	W013320	98
DI 169	Primrose	45.2092	-113.7814	N/A	N/A	N/A
DI 170	Hidden Treasure	45.2056	-113.7794	N/A	N/A	N/A
DI 171	Kirtley Creek Placers (Washington Iron Works; Hagel Ranch Ground)	45.2033	-113.7858	160590173	W013359	97
DI 172	Kirtley Creek	45.1878	-113.8003	N/A	N/A	N/A
DI 173	Copper Bullion (Three Johns)	45.2336	-113.7403	160590545	D009786	99
DI 174	Jackson Mine (Erickson; Geerston Claims)	45.2178	-113.7186	160590172	W013358	100
DI 175	Goldbug	45.2194	-113.6475	160590548	N/A	N/A
DI 176	Sundog	45.2172	-113.6458	160590886	D009898	105
DI 177	Gold Point	45.2164	-113.6603	N/A	N/A	N/A
DI 178	Hungry Hill Mine (Mountain View; Jerry Hurley Property)	45.2083	-113.6783	160590182	W013361	106
DI 179	Anderson Occurrence (Geerston Creek Claims; Ruby)	45.2033	-113.7136	160590171	W013357	101
DI 180	Geerston Creek Placer	45.1822	-113.7286	160590183	W013303	121
DI 181	Hose Dog No. 1 Prospect (Grant; Golden Rule and Dixie)	45.2078	-113.6303	160590892	N/A	N/A
DI 182	East Bohannon Prospect (Kitty)	45.1936	-113.6347	160590547	D009899	107
DI 183	Whimpey Creek Copper Prospect (Mendota Group)	45.1903	-113.6167	160590549	D009927	108
DI 184	Independence Prospect (Whimpey Creek Lead-Silver Prospect; Mountain View; Idaho Maid)	45.1797	-113.6256	160590185	D009928	110
DI 185	HRS Claim Group (HR Claims)	45.1744	-113.605	160590889	N/A	111
DI 186	Dark Horse Mine	45.1725	-113.5975	N/A	N/A	109
DI 187	Bohannon Creek Placer (Bohannon Bar)	45.1483	-113.7108	160590184	W013360	120
DI 188	Sunflower Prospect (Sun Flower)	45.1453	-113.6658	160590189	W013366	117
DI 189	War Eagle Prospect	45.1475	-113.6158	160590188	W013365	115
DI 190	Goldstone Mine (Gladstone; Climax Mine; IMJ Property; Bonanza Copper)	45.1431	-113.5819	160590187	W013364	112
DI 192	Dictator	45.1192	-113.595	N/A	N/A	N/A
DI 193	Lone Star Prospect	45.1144	-113.5883	160590552	D009901	119
DI 194	Virginia Mine (Gem; Midway; McKillop Group)	45.1061	-113.5819	160590191	W013368	114
DI 195	Grizzley Prospect (Grizzly Bear)	45.1	-113.5792	N/A	D009902	N/A
DI 196	Gray Eagle (Sick Horse)	45.1175	-113.6889	N/A	N/A	N/A
DI 197	Wimpey Creek Placer (Whimpey Creek Placer)	45.1128	-113.69	160590199	W013307	118
DI 198	Clearwater Lode	45.1117	-113.6411	N/A	D011322	N/A
DI 199	Sandy Creek Placer	45.1014	-113.6164	N/A	N/A	N/A
DI 200	Baker Lignite Mine	45.0864	-113.7028	160590661	N/A	142
DI 201	Pratt Creek Placer	45.0775	-113.6928	160590190	W013367	143
DI 202	Sandy Creek Placer	45.0511	-113.6608	160590200	W013372	144
DI 203	Lucky Strike Prospect	45.0814	-113.57	160590201	W013373	145
DI 204	Daisy Nielson	45.0731	-113.5906	N/A	N/A	146
DI 205	Sandy	45.0711	-113.5981	160590456	N/A	147
DI 206	Kenney Nuclear Prospect	45.0503	-113.5956	160590662	W013319	148
DI 207	Last Chance Occurrence	45.0092	-113.5594	160590663	W015760	149
DI 208	Pattee Creek Workings	45.0058	-113.5611	160590664	W015075	150
DI 209	Idaho Thorium Showing No. 3 (Lone Star No. 9)	45.0019	-113.5667	160590665	W015761	151
DI 210	Apex Vein	45.01	-113.5028	N/A	D009666	N/A
DI 211	Independence	45.0022	-113.5128	160590207	N/A	152
DI 212	Lucky Horseshoe	45.0014	-113.4936	N/A	N/A	153
DI 213	Sparky	45.0022	-113.4797	160590205	N/A	154
DI 214	Skylark	45.0031	-113.4706	160590204	N/A	155
DI 215	Betty Joe	45.0019	-113.4569	160590203	N/A	156
DU   1	Lone Star No. 5 (No. 140 Thorium Deposit)	44.9889	-113.5731	160590739	N/A	1
DU   2	No. 142 Thorium Deposit	44.9881	-113.5706	160590739	N/A	2
DU   3	Silver Queen No. 9	44.9872	-113.5731	N/A	N/A	3
DU   4	Silver Queen No. 2	44.9856	-113.5772	N/A	N/A	4
DU   5	Pattee Creek Thorium Prospect (Idaho Thorium Showing No. 2; Lower Pattee Workings)	44.9833	-113.5806	160590555	W015754	5
DU   6	Silver Queen Claims	44.9811	-113.5831	160590218	W015770	6
DU   7	No. 150 Thorium Deposit	44.9742	-113.5869	160590739	N/A	7
DU   8	Lone Star No. 2 (Idaho Thorium Showing No. 1)	44.9861	-113.565	160590742	W015753	9
DU   9	Silver Queen No. 35 (Idaho Thorium Showing No. 4)	44.9864	-113.5583	N/A	W015755	10
DU  10	Silver Queen No. 52B	44.9869	-113.5531	N/A	N/A	13
DU  11	Poison Gulch Radioactive Occurrence (Idaho Thorium Showing No. 5)	44.9856	-113.5469	160590740	W015756	14
DU  12	Goodwin Thorite Prospect	44.9883	-113.5297	160590446	N/A	11
DU  13	Silver Queen No. 37 (Idaho Thorium Showing No. 6)	44.9839	-113.5369	N/A	W015757	12
DU  14	Nuclear Fuels and Rare Metals (Silver Queen Group; Lone Star Group)	44.9825	-113.5433	160590213	N/A	15
DU  15	No. 158 Thorium Deposit	44.9797	-113.5367	160590746	N/A	18
DU  16	No. 157 Thorium Deposit	44.9797	-113.5433	160590745	N/A	17
DU  17	Idaho Thorium Showing No. 7 (Eckersett Radioactivity Occurrence)	44.9797	-113.5519	160590743	W015758	16
DU  18	Unnamed location	44.9772	-113.5433	160590231	N/A	19
DU  19	Silver Queen No. 47A	44.9761	-113.5486	N/A	N/A	20
DU  20	Silver Queen No. 49A	44.975	-113.5533	N/A	N/A	21
DU  21	No. 160 Thorium Deposit	44.9739	-113.5322	160590747	N/A	22
DU  22	Silver Queen No. 49	44.9708	-113.5586	N/A	N/A	23
DU  23	Iola Prospects	44.9697	-113.5644	160590215	W015724	8
DU  24	Nellie B	44.9667	-113.5614	160590748	N/A	25
DU  25	American Thorium	44.9667	-113.5483	160590219	N/A	26
DU  26	No. 159 Thorium Deposit	44.9686	-113.5397	160590744	N/A	24
DU  27	No Pay Mine	44.9933	-113.4675	160590222	W015772	28
DU  28	No. 5 Thorium Deposit	44.9906	-113.4747	160590750	W015823	29
DU  29	No. 6 Thorium Deposit	44.9889	-113.4736	160590751	W015856	30
DU  30	Stenson's Buffalo Prospect (Buffalo; Stenson)	44.9897	-113.4706	160590224	W015771	31
DU  31	Betty Joe Occurrence (Betty Jo Nos. 1 and 2)	44.9883	-113.4678	N/A	W015746	32
DU  32	No. 10 Thorium Deposit	44.9869	-113.4689	160590752	W015865	33
DU  33	Skylark Prospect	44.9864	-113.4742	N/A	W015747	34
DU  34	Sparky Prospect	44.9869	-113.4792	N/A	W015748	35
DU  35	In Trust Prospect	44.9861	-113.4864	160590753	W015824	36
DU  36	Lucky Horseshoe Claim Group	44.9839	-113.4947	160590206	W015728	37
DU  37	Idaho No. 3	44.9847	-113.4853	160590749	N/A	27
DU  38	No. 4 Thorium Deposit	44.9847	-113.4819	160590755	W015822	39
DU  39	No. 11 Thorium Deposit	44.9831	-113.4758	160590756	W015855	40
DU  40	No. 14 Thorium Deposit	44.9839	-113.4689	160590757	W015852	41
DU  41	No. 13 Thorium Deposit	44.9839	-113.4722	160590758	W015853	42
DU  42	Big Dean No. 1 Prospect	44.9856	-113.4622	160590009	W015851	43
DU  43	No. 16 Thorium Deposit	44.9844	-113.4492	160590016	W015850	44
DU  44	No. 12 Thorium Deposit	44.9822	-113.4725	160590449	W015854	45
DU  45	Rufus Prospect	44.9811	-113.4614	160590523	W015826	46
DU  46	Buffalo Mine	44.9792	-113.4769	160590221	W015729	47
DU  47	Summerwell Adit Prospect (Summerwell's)	44.9758	-113.4917	160590223	W015773	48
DU  48	Perron Claim	44.9769	-113.4739	160590569	W015731	49
DU  49	No. 29 Thorium Deposit	44.9792	-113.455	160590570	W015846	50
DU  50	Idaho Pride Claim Group (Azurite and Stage Coach Claims; Azurite; Stage Coach; G & P)	44.9808	-113.4514	160590226	W015775	51
DU  51	Unnamed prospects	44.9775	-113.4467	N/A	N/A	52
DU  52	Black Bull Fraction No. 4 Deposit	44.9742	-113.4783	160590571	W015866	53
DU  53	Deer No. 23 Thorium Prospect	44.9742	-113.4675	N/A	W015848	54
DU  54	Deer No. 22 Thorium Prospect	44.9742	-113.465	N/A	W015849	55
