"SequenceNumber","Names","NameKey","CompositeName","Metric","AutoNumber","Initials"
"DU0327","Bullion Apex","DU0327-01536","Bullion Apex",1,3905,
"DU0328","Unnamed prospect","DU0328-11798","Unnamed prospect",1,3906,
"DU0329","Unnamed shafts","DU0329-12030","Unnamed shafts",1,3907,
"DU0330","Lois","DU0330-06234","Lois",1,3908,
"DU0331","Unnamed prospect","DU0331-11785","Unnamed prospect",1,3909,
"DU0332","General McArthur Claim","DU0332-03786","General McArthur Claim",1,3910,
"DU0333","Blue Lead Prospect","DU0333-01191","Blue Lead Prospect",1,3911,
"DU0334","White Owl","DU0334-08047","Owl Group (White Owl)",1,3912,
"DU0334","Owl Group","DU0334-12554","Owl Group (White Owl)",1,3913,
"DU0335","Unnamed prospect","DU0335-11745","Unnamed prospect",1,3914,
"DU0337","Unnamed location","DU0337-11365","Plymouth (formerly Unnamed location)",1,3917,
"DU0338","Unnamed prospects","DU0338-11933","Unnamed prospects",1,3918,
"DU0339","Unnamed mine","DU0339-11402","Unnamed mine",1,3919,
"DU0340","Copper Carbonate","DU0340-02352","Copper Carbonate",1,3920,
"DU0341","Grizzly Hill","DU0341-04430","Grizzly Hill",1,3921,
"DU0342","Friday Group","DU0342-03655","Jameison Group (Friday Group)",1,3923,
"DU0342","Jameison Group","DU0342-05395","Jameison Group (Friday Group)",1,3924,
"DU0343","Unnamed prospect","DU0343-11791","Unnamed prospect",1,3925,
"DU0344","Unnamed mine","DU0344-11398","Unnamed mine",1,3926,
"DU0345","Unnamed prospect","DU0345-11794","Unnamed prospect",1,3927,
"DU0346","Unnamed mine","DU0346-11403","Unnamed mine",1,3928,
"DU0347","Unnamed prospects","DU0347-11919","Unnamed prospects",1,3929,
"DU0348","Unnamed prospect","DU0348-11797","Unnamed prospect",1,3930,
"DU0349","Unnamed prospect","DU0349-11796","Unnamed prospect",1,3931,
"DU0350","Peacock Mine","DU0350-08247","Peacock Mine",1,3932,
"DU0351","Bob Detton Prospect","DU0351-01235","Mineral Hill Mine (Bob Detton Prospect)",1,3933,
"DU0351","Mineral Hill Mine","DU0351-07050","Mineral Hill Mine (Bob Detton Prospect)",1,3934,
"DU0352","Unnamed prospect","DU0352-11900","Unnamed prospect",1,3935,
"DU0353","Old More","DU0353-07874","Old More",1,3936,
"DU0354","Iron Dyke Claim","DU0354-05310","Iron Dyke Claim",1,3937,
"DU0355","Galena","DU0355-03692","Galena",1,3938,
"DU0356","Unnamed shaft","DU0356-12027","Unnamed shaft",1,3939,
"DU0357","Jewel Consolidated Co.","DU0357-05453","Jewel Consolidated Co.",1,3940,
"DU0358","Jakes Creek Copper Prospects","DU0358-05393","New Eldorado Claims (Jakes Creek Copper Prospects)",1,3941,
"DU0358","New Eldorado Claims","DU0358-07523","New Eldorado Claims (Jakes Creek Copper Prospects)",1,3942,
"DU0359","Iron Cap Claim","DU0359-05297","Lead Queen Claim (Iron Cap Claim)",1,3943,
"DU0359","Lead Queen Claim","DU0359-05925","Lead Queen Claim (Iron Cap Claim)",1,3944,
"DU0360","Dirigo","DU0360-02877","Dirigo",1,3945,
"DU0361","Silver Bell","DU0361-09644","Silver Bell",1,3946,
"DU0362","Last Chance Claim","DU0362-05866","Last Chance Claim",1,3947,
"DU0363","Baby Joe","DU0363-00466","Baby Joe",1,3948,
"DU0364","Kimmel","DU0364-05694","Kimmel (Lead Hill)",1,3949,
"DU0364","Lead Hill","DU0364-05919","Kimmel (Lead Hill)",1,3950,
"DU0365","Sunset Mine","DU0365-05561","Sunset Mine (Leadville Mine; Junction-Leadville Mine; Junction Mine Co.)",1,3951,
"DU0365","Junction Mine Co.","DU0365-05564","Sunset Mine (Leadville Mine; Junction-Leadville Mine; Junction Mine Co.)",1,3952,
"DU0365","Junction-Leadville Mine","DU0365-05932","Sunset Mine (Leadville Mine; Junction-Leadville Mine; Junction Mine Co.)",1,3953,
"DU0365","Leadville Mine","DU0365-10598","Sunset Mine (Leadville Mine; Junction-Leadville Mine; Junction Mine Co.)",1,3954,
"DU0366","Junction Mill","DU0366-05560","Junction Mill",1,3955,
"DU0367","Hawley Creek","DU0367-04605","Hawley Creek",1,3956,
"DU0368","Big Bear Creek","DU0368-00781","Big Bear Creek",1,3957,
"DU0369","Unnamed prospect","DU0369-11795","Unnamed prospect",1,3958,
"DU0370","Kay Claims","DU0370-05609","Kay Claims",1,3959,
"DU0371","Dry Canyon","DU0371-02975","Dry Canyon",1,3960,
"DU0372","Clear Creek Gypsum Deposit","DU0372-02088","Clear Creek Gypsum Deposit (Clear Creek Gypsum Mine; Clear Creek Gypsum Mine, lower pit; Clear Creek Gypsum Mine, upper pit)",1,3961,
"DU0374","Lombardi","DU0374-06245","Lombardi",1,3963,
"DU0375","Snowball Quarry","DU0375-10078","Snowball Quarry",1,3964,
"DU0376","Divide Creek Area","DU0376-02887","Divide Creek Area",1,3965,
"DU0377","Gold Nugget Group","DU0377-04054","Gold Nugget Group",1,3966,
"DU0378","Iron Flux","DU0378-05313","Iron Flux",1,3967,
"DU0379","Larkspur","DU0379-05834","Larkspur",1,3968,
"DU0380","Unnamed prospect","DU0380-11746","Unnamed prospect",1,3969,
"DU0381","Unnamed location","DU0381-11312","Unnamed location",1,3970,
"DU0382","West Eight Mile Creek","DU0382-07375","West Eight Mile Creek (Mulkey)",1,3971,
"DU0382","Mulkey","DU0382-12427","West Eight Mile Creek (Mulkey)",1,3972,
"DU0383","Blue Jay Extension 181","DU0383-01182","Blue Jay Extension 181",1,3973,
"DU0384","Blue Jay Mine","DU0384-01184","Blue Jay Mine (New Departure)",1,3974,
"DU0384","New Departure","DU0384-07521","Blue Jay Mine (New Departure)",1,3975,
"DU0385","Unnamed prospect","DU0385-11786","Unnamed prospect",1,3976,
"DU0386","Silver Queen","DU0386-09794","Silver Queen",1,3977,
"DU0387","Unnamed location","DU0387-11296","Unnamed location",1,3978,
"DU0388","Ray Lode","DU0388-08935","Ray Lode",1,3979,
"DU0389","Jaybird","DU0389-05412","Jaybird",1,3980,
"DU0390","Castle Rock Group","DU0390-01818","Castle Rock Group",1,3981,
"DU0391","Unnamed prospects","DU0391-11970","Unnamed prospects",1,3982,
"DU0392","Silver Group","DU0392-09725","Silver Group",1,3983,
"DU0393","Unnamed prospect","DU0393-11817","Unnamed prospect",1,3984,
"DU0394","Unnamed prospect","DU0394-11826","Unnamed prospect",1,3985,
"DU0395","Kentuck Mine","DU0395-05662","Rosebud Claims (Kentuck Mine)",1,3986,
"DU0395","Rosebud Claims","DU0395-09248","Rosebud Claims (Kentuck Mine)",1,3987,
"DU0396","Unnamed prospects","DU0396-11927","Unnamed prospects",1,3988,
"DU0397","Twin Shafts","DU0397-00777","Beverly Ann Prospect (Gini & MacDonald; General Electric-Miller Mine; Miller; Mazda Claims; Twin Shafts)",1,3989,
"DU0397","General Electric-Miller Mine","DU0397-03781","Beverly Ann Prospect (Gini & MacDonald; General Electric-Miller Mine; Miller; Mazda Claims; Twin Shafts)",1,3990,
"DU0397","Gini & MacDonald","DU0397-03847","Beverly Ann Prospect (Gini & MacDonald; General Electric-Miller Mine; Miller; Mazda Claims; Twin Shafts)",1,3991,
"DU0397","Mazda Claims","DU0397-06808","Beverly Ann Prospect (Gini & MacDonald; General Electric-Miller Mine; Miller; Mazda Claims; Twin Shafts)",1,3992,
"DU0397","Miller","DU0397-07024","Beverly Ann Prospect (Gini & MacDonald; General Electric-Miller Mine; Miller; Mazda Claims; Twin Shafts)",1,3993,
"DU0397","Beverly Ann Prospect","DU0397-11077","Beverly Ann Prospect (Gini & MacDonald; General Electric-Miller Mine; Miller; Mazda Claims; Twin Shafts)",1,3994,
"DU0398","Compton Claims","DU0398-02259","Compton Claims",1,3995,
"DU0399","Tungsten Gate","DU0399-01213","Ima Mine (Blue Wing-Ima Mine; Idaho Tungsten; Tungsten Gate)",1,3996,
"DU0399","Blue Wing-Ima Mine","DU0399-05150","Ima Mine (Blue Wing-Ima Mine; Idaho Tungsten; Tungsten Gate)",1,3997,
"DU0399","Idaho Tungsten","DU0399-05187","Ima Mine (Blue Wing-Ima Mine; Idaho Tungsten; Tungsten Gate)",1,3998,
"DU0399","Ima Mine","DU0399-11032","Ima Mine (Blue Wing-Ima Mine; Idaho Tungsten; Tungsten Gate)",1,3999,
"DU0400","Ida Tungsten","DU0400-05037","Ida Tungsten (Idaho)",1,4000,
"DU0400","Idaho","DU0400-05046","Ida Tungsten (Idaho)",1,4001,
"DU0401","Ima Mill Tailings","DU0401-05186","Ima Mill Tailings",1,4002,
"DU0402","Unnamed prospect","DU0402-11857","Unnamed prospect",1,4003,
"DU0403","Unnamed prospect","DU0403-11824","Unnamed prospect",1,4004,
"DU0404","Yellow Peak","DU0404-12796","Yellow Peak",1,4005,
"DU0405","Unnamed prospects","DU0405-11925","Unnamed prospects",1,4006,
"DU0406","Sunshine","DU0406-10614","Sunshine",1,4007,
"DU0407","Universal Exploration","DU0407-09775","Silver Moon Mine (Universal Exploration)",1,4008,
"DU0407","Silver Moon Mine","DU0407-11136","Silver Moon Mine (Universal Exploration)",1,4009,
"DU0408","Roosevelt","DU0408-09228","Roosevelt",1,4010,
"DU0409","Trey","DU0409-10988","Trey",1,4011,
"DU0410","Unnamed prospect","DU0410-11823","Unnamed prospect",1,4012,
"DU0411","Herbert Carlyle Prospect","DU0411-04685","Pay Day Group (Herbert Carlyle Prospect)",1,4013,
"DU0411","Pay Day Group","DU0411-08211","Pay Day Group (Herbert Carlyle Prospect)",1,4014,
"DU0412","Idaho","DU0412-05051","Idaho",1,4015,
"DU0413","Oregon Group","DU0413-07965","Oregon Group",1,4018,
"DU0414","Carlyle Prospect","DU0414-01776","Lady May (Gold Canyon Mining Co.; Myrtle Bell; Carlyle Prospect)",1,4019,
"DU0414","Gold Canyon Mining Co.","DU0414-03938","Lady May (Gold Canyon Mining Co.; Myrtle Bell; Carlyle Prospect)",1,4020,
"DU0414","Lady May","DU0414-05789","Lady May (Gold Canyon Mining Co.; Myrtle Bell; Carlyle Prospect)",1,4021,
"DU0414","Myrtle Bell","DU0414-07421","Lady May (Gold Canyon Mining Co.; Myrtle Bell; Carlyle Prospect)",1,4022,
"DU0415","Wanda Loy","DU0415-12301","Wanda Loy",1,4023,
"DU0416","Wells Cobalt Prospect","DU0416-12414","Wells Cobalt Prospect",1,4024,
"DU0417","Big Creek Prospects","DU0417-00819","Big Creek Prospects",1,4025,
"DU0418","Benchmark Prospect","DU0418-00727","Benchmark Prospect",1,4026,
"DU0419","Mahogany Hill","DU0419-06618","Mahogany Hill",1,4027,
"DU0420","Goose Lake","DU0420-04273","Grouse Creek Lake (Goose Lake)",1,4028,
"DU0420","Grouse Creek Lake","DU0420-04440","Grouse Creek Lake (Goose Lake)",1,4029,
"DU0421","Hilltop 1, 2, 3, 4","DU0421-04804","Hilltop 1, 2, 3, 4",1,4030,
"DU0422","Big Dyke Prospect","DU0422-00829","Big Dyke Prospect",1,4031,
"DU0423","Charles Mellin Property","DU0423-00724","Mt. Borah Prospect (Khedive Mine; Charles Mellin Property; Morning Star Group; Indian Chief; Eagle Nest; Ben Lyon Prospect)",1,4032,
"DU0423","Eagle Nest","DU0423-01924","Mt. Borah Prospect (Khedive Mine; Charles Mellin Property; Morning Star Group; Indian Chief; Eagle Nest; Ben Lyon Prospect)",1,4033,
"DU0423","Indian Chief","DU0423-03076","Mt. Borah Prospect (Khedive Mine; Charles Mellin Property; Morning Star Group; Indian Chief; Eagle Nest; Ben Lyon Prospect)",1,4034,
"DU0423","Khedive Mine","DU0423-05239","Mt. Borah Prospect (Khedive Mine; Charles Mellin Property; Morning Star Group; Indian Chief; Eagle Nest; Ben Lyon Prospect)",1,4035,
"DU0423","Ben Lyon Prospect","DU0423-05686","Mt. Borah Prospect (Khedive Mine; Charles Mellin Property; Morning Star Group; Indian Chief; Eagle Nest; Ben Lyon Prospect)",1,4036,
"DU0423","Morning Star Group","DU0423-07272","Mt. Borah Prospect (Khedive Mine; Charles Mellin Property; Morning Star Group; Indian Chief; Eagle Nest; Ben Lyon Prospect)",1,4037,
"DU0423","Mt. Borah Prospect","DU0423-07356","Mt. Borah Prospect (Khedive Mine; Charles Mellin Property; Morning Star Group; Indian Chief; Eagle Nest; Ben Lyon Prospect)",1,4038,
"DU0424","Cavity No. 4","DU0424-01839","Cavity No. 4",1,4039,
"DU0425","Jay Rock Prospect","DU0425-05411","Jayrock (Jay Rock Prospect)",1,4040,
"DU0425","Jayrock","DU0425-05413","Jayrock (Jay Rock Prospect)",1,4041,
"DU0426","Snowshoe","DU0426-10092","Snowshoe",1,4042,
"DU0427","Unnamed prospect","DU0427-11822","Unnamed prospect",1,4043,
"DU0428","Unnamed prospect","DU0428-11821","Unnamed prospect",1,4044,
"DU0429","Unnamed prospect","DU0429-11820","Unnamed prospect",1,4045,
"DU0430","Unnamed prospect","DU0430-11810","Unnamed prospect",1,4046,
"DU0431","Prichett","DU0431-08686","Prichett",1,4047,
"DU0432","Unnamed prospect","DU0432-11818","Unnamed prospect",1,4048,
"DU0433","Upper Cedar Creek","DU0433-07727","Upper Cedar Creek (North Star; Red Oxide)",1,4049,
"DU0433","North Star","DU0433-09003","Upper Cedar Creek (North Star; Red Oxide)",1,4050,
"DU0433","Red Oxide","DU0433-12038","Upper Cedar Creek (North Star; Red Oxide)",1,4051,
"DU0434","Cedar Post","DU0434-01851","Cedar Post",1,4052,
"DU0435","Limestone Quarry","DU0435-06062","Limestone Quarry",1,4053,
"DU0436","Massacre Mountain","DU0436-06758","Massacre Mountain",1,4054,
"DU0437","Orion","DU0437-07972","Orion",1,4055,
"DU0438","Kranovich","DU0438-05767","Kranovich",1,4056,
"DU0439","Unnamed prospect","DU0439-11854","Unnamed prospect",1,4057,
"DU0440","Davis Canyon Prospect","DU0440-02668","Davis Canyon Prospect",1,4058,
"DU0441","Lost Cabin","DU0441-06327","Lost Cabin",1,4059,
"DU0442","Mammoth Canyon Prospect No. 2","DU0442-06647","Mammoth Canyon Prospect No. 2",1,4060,
"DU0443","Mammoth Canyon Prospect No. 3","DU0443-06648","Mammoth Canyon Prospect No. 3",1,4061,
"DU0444","Warm Creek Prospect","DU0444-12322","Warm Creek Prospect",1,4062,
"DU0445","Argalite","DU0445-00338","Argalite",1,4063,
"DU0446","Bornite","DU0446-00695","Copper Bluff Mine (Bornite; Bell Mtn.)",1,4064,
"DU0446","Copper Bluff Mine","DU0446-01321","Copper Bluff Mine (Bornite; Bell Mtn.)",1,4065,
"DU0446","Bell Mtn.","DU0446-02347","Copper Bluff Mine (Bornite; Bell Mtn.)",1,4066,
"DU0447","Magpie Springs Prospect","DU0447-06614","Magpie Springs Prospect",1,4067,
"DU0448","Bell Mountain Group","DU0448-00694","Bell Mountain Group (Mountain Bell)",1,4068,
"DU0448","Mountain Bell","DU0448-07304","Bell Mountain Group (Mountain Bell)",1,4069,
"DU0449","Copper Bell","DU0449-02344","Copper Bell",1,4070,
"DU0450","Silver Bell","DU0450-09643","Silver Bell",1,4071,
"DU0451","Bell View Mine","DU0451-00700","Bell View Mine (Shaffer Deposit)",1,4072,
"DU0451","Shaffer Deposit","DU0451-09531","Bell View Mine (Shaffer Deposit)",1,4073,
"DU0452","Iron Cap","DU0452-05295","Iron Cap (Lemhi Range Iron Deposit)",1,4074,
"DU0452","Lemhi Range Iron Deposit","DU0452-05968","Iron Cap (Lemhi Range Iron Deposit)",1,4075,
"DU0453","Log Chain","DU0453-06229","Log Chain",1,4076,
"DU0454","Williams Creek Prospect","DU0454-12631","Williams Creek Prospect",1,4077,
"DU0455","VJ","DU0455-12256","VJ",1,4078,
"DU0456","Bighorn Canyon Prospect","DU0456-00893","Bighorn Canyon Prospect",1,4079,
"DU0457","Unnamed prospect","DU0457-11816","Unnamed prospect",1,4080,
"DU0458","Middle Fork of Pass Creek Prospect","DU0458-06974","Middle Fork of Pass Creek Prospect",1,4081,
"DU0459","Bald Mountain Gulch Prospect","DU0459-00510","Bald Mountain Gulch Prospect",1,4082,
"DU0460","Eightmile Canyon Placer","DU0460-03175","Eightmile Canyon Placer",1,4083,
"DU0461","Copper Mountain Mine","DU0461-02390","Copper Mountain Mine (Jernberg Mine)",1,4084,
"DU0461","Jernberg Mine","DU0461-05436","Copper Mountain Mine (Jernberg Mine)",1,4085,
"DU0462","Uncle Ike Creek Prospect","DU0462-11110","Uncle Ike Creek Prospect",1,4086,
"DU0463","Fallert Springs Prospect","DU0463-03412","Fallert Springs Prospect",1,4087,
"DU0464","Lucky Billy","DU0464-06428","Lucky Billy",1,4088,
"DU0465","UI No. 6 & 7","DU0465-11106","UI No. 6 & 7",1,4089,
"DU0466","Copper Mountain No. 8","DU0466-02393","Copper Mountain No. 8",1,4090,
"DU0467","White Bird","DU0467-07253","Whitebird Deposit (White Bird; Mormon Gulch)",1,4091,
"DU0467","Whitebird Deposit","DU0467-12517","Whitebird Deposit (White Bird; Mormon Gulch)",1,4092,
"DU0467","Mormon Gulch","DU0467-12570","Whitebird Deposit (White Bird; Mormon Gulch)",1,4093,
"DU0468","Unnamed prospect","DU0468-08170","Unnamed prospect (part of Whitebird)",1,4094,
"DU0468","part of Whitebird","DU0468-11911","Unnamed prospect (part of Whitebird)",1,4095,
"DU0469","Buckhorn","DU0469-00853","Bighorn Mine (Buckhorn; Big Horn; Metta; Mormon Gulch 1-3)",1,4096,
"DU0469","Metta","DU0469-00894","Bighorn Mine (Buckhorn; Big Horn; Metta; Mormon Gulch 1-3)",1,4097,
"DU0469","Mormon Gulch 1-3","DU0469-01481","Bighorn Mine (Buckhorn; Big Horn; Metta; Mormon Gulch 1-3)",1,4098,
"DU0469","Big Horn","DU0469-06943","Bighorn Mine (Buckhorn; Big Horn; Metta; Mormon Gulch 1-3)",1,4099,
"DU0469","Bighorn Mine","DU0469-07254","Bighorn Mine (Buckhorn; Big Horn; Metta; Mormon Gulch 1-3)",1,4100,
"DU0470","Windfall","DU0470-00405","Windfall (AU No. 27)",1,4101,
"DU0470","AU No. 27","DU0470-12664","Windfall (AU No. 27)",1,4102,
"DU0471","Sparrow","DU0471-10249","Sparrow",1,4103,
"DU0472","Sagebrush","DU0472-09355","Sagebrush",1,4104,
"DU0473","Park Adit","DU0473-08146","Park Adit",1,4105,
"DU0474","Coons Canyon","DU0474-02335","Coons Canyon",1,4106,
"DU0475","Unnamed prospects","DU0475-11940","Unnamed prospects",1,4107,
"DU0476","Clark and Rossi Property","DU0476-02054","Clark and Rossi Property (Pride of the Hills; Jerry Claims)",1,4108,
"DU0476","Jerry Claims","DU0476-05439","Clark and Rossi Property (Pride of the Hills; Jerry Claims)",1,4109,
"DU0476","Pride of the Hills","DU0476-08687","Clark and Rossi Property (Pride of the Hills; Jerry Claims)",1,4110,
"DU0477","Climax Group","DU0477-02123","Climax Group (Shear Brothers)",1,4111,
"DU0477","Shear Brothers","DU0477-09549","Climax Group (Shear Brothers)",1,4112,
"DU0478","Clipper Property","DU0478-02129","Clipper Property",1,4113,
"DU0479","Nicholia Mine","DU0479-07575","Viola Mine (Nicholia-Viola Mine; Nicholia Mine; Viola Zinc Property)",1,4114,
"DU0479","Nicholia-Viola Mine","DU0479-07576","Viola Mine (Nicholia-Viola Mine; Nicholia Mine; Viola Zinc Property)",1,4115,
"DU0479","Viola Mine","DU0479-12222","Viola Mine (Nicholia-Viola Mine; Nicholia Mine; Viola Zinc Property)",1,4116,
"DU0479","Viola Zinc Property","DU0479-12225","Viola Mine (Nicholia-Viola Mine; Nicholia Mine; Viola Zinc Property)",1,4117,
"DU0480","Unnamed prospects","DU0480-11938","Unnamed prospects",1,4118,
"DU0481","Unnamed prospect","DU0481-11814","Unnamed prospect",1,4119,
"DU0482","Ida Prospect","DU0482-05035","Ida Prospect (Salmon Lode`)",1,4120,
"DU0482","Salmon Lode`","DU0482-09367","Ida Prospect (Salmon Lode`)",1,4121,
"DU0483","Nicholia Fraction","DU0483-07574","Nicholia Fraction",1,4122,
"DU0484","Enterprise Property","DU0484-03309","Enterprise Property",1,4123,
"DU0485","Unnamed prospects","DU0485-11961","Unnamed prospects",1,4124,
"DU0486","Unnamed prospects","DU0486-11960","Unnamed prospects",1,4125,
"DU0487","Clear Grit","DU0487-02092","Eidelman Property (Clear Grit)",1,4126,
"DU0487","Eidelman Property","DU0487-03173","Eidelman Property (Clear Grit)",1,4127,
"DU0488","Irene Mining Claim","DU0488-05287","Irene Mining Claim",1,4128,
"DU0489","Unnamed location","DU0489-11306","Unnamed location",1,4129,
"DU0490","Weaver","DU0490-05607","Worthing-Kaufman Mine (Kaufman-Weaver; Worthing and Weaver; Kaufman; Weaver; Worthing-Kauffman; Kauffman)",1,4130,
"DU0490","Worthing and Weaver","DU0490-05608","Worthing-Kaufman Mine (Kaufman-Weaver; Worthing and Weaver; Kaufman; Weaver; Worthing-Kauffman; Kauffman)",1,4131,
"DU0490","Worthing-Kaufman Mine","DU0490-12376","Worthing-Kaufman Mine (Kaufman-Weaver; Worthing and Weaver; Kaufman; Weaver; Worthing-Kauffman; Kauffman)",1,4132,
"DU0490","Kaufman","DU0490-12757","Worthing-Kaufman Mine (Kaufman-Weaver; Worthing and Weaver; Kaufman; Weaver; Worthing-Kauffman; Kauffman)",1,4133,
"DU0490","Kaufman-Weaver","DU0490-12759","Worthing-Kaufman Mine (Kaufman-Weaver; Worthing and Weaver; Kaufman; Weaver; Worthing-Kauffman; Kauffman) ",1,4134,
"DU0491","Bare and Chastaine","DU0491-00552","Pocahontas 1, 2, 3, and 4 Claims (Bare and Chastaine)",1,4135,
"DU0491","Pocahontas 1, 2, 3, and 4 Claims","DU0491-08576","Pocahontas 1, 2, 3, and 4 Claims (Bare and Chastaine)",1,4136,
"DU0492","Unnamed prospect","DU0492-11827","Unnamed prospect",1,4137,
"DU0493","Unnamed prospect","DU0493-11759","Unnamed prospect",1,4138,
"DU0494","Unnamed prospect","DU0494-11811","Unnamed prospect",1,4139,
"DU0495","Unnamed prospect","DU0495-11835","Unnamed prospect",1,4140,
"DU0496","Unnamed prospect","DU0496-11837","Unnamed prospect",1,4141,
"DU0497","Towlgreen Group","DU0497-08226","Weimer Mine (Paymaster; Towlgreen Group; Valley View; Weimer Copper)",1,4142,
"DU0497","Valley View","DU0497-10930","Weimer Mine (Paymaster; Towlgreen Group; Valley View; Weimer Copper)",1,4143,
"DU0497","Weimer Copper","DU0497-12140","Weimer Mine (Paymaster; Towlgreen Group; Valley View; Weimer Copper)",1,4144,
"DU0497","Weimer Mine","DU0497-12395","Weimer Mine (Paymaster; Towlgreen Group; Valley View; Weimer Copper)",1,4145,
"DU0497","Paymaster","DU0497-12396","Weimer Mine (Paymaster; Towlgreen Group; Valley View; Weimer Copper)",1,4146,
"DU0498","Unnamed prospect","DU0498-11819","Unnamed prospect",1,4147,
"DU0499","Blue Dome","DU0499-01158","Blue Dome",1,4148,
"DU0500","Hill No. 3 Prospect","DU0500-04796","Hill No. 3 Prospect",1,4149,
"DU0501","Unnamed prospects","DU0501-11957","Unnamed prospects",1,4150,
"DU0502","Rainbow Hill","DU0502-08866","Rainbow Hill",1,4151,
"DU0503","Unnamed prospect","DU0503-11843","Unnamed prospect",1,4152,
"DU0504","Unnamed prospect","DU0504-11861","Unnamed prospect",1,4153,
"DU0505","Unnamed prospects","DU0505-11955","Unnamed prospects",1,4154,
"DU0506","Unnamed prospects","DU0506-11939","Unnamed prospects",1,4155,
"DU0507","Jeppeson","DU0507-05432","Jeppeson (Jeppson)",1,4156,
"DU0507","Jeppson","DU0507-05433","Jeppeson (Jeppson)",1,4157,
"DU0508","Worthing Prospect","DU0508-12758","Worthing Prospect",1,4158,
"DU0509","Unnamed prospect","DU0509-11841","Unnamed prospect",1,4159,
"DU0510","Long Canyon","DU0510-06283","Long Canyon",1,4160,
"DU0511","Unnamed prospect","DU0511-11855","Unnamed prospect",1,4161,
"DU0513","Beaverhead Claims Nos. 1, 2, 3, and 4","DU0513-00667","Beaverhead Claims Nos. 1, 2, 3, and 4",1,4163,
"DU0514","Unnamed prospect","DU0514-11838","Unnamed prospect",1,4164,
"DU0515","Unnamed prospect","DU0515-11844","Unnamed prospect",1,4165,
"DU0516","Montana Travertine Company","DU0516-07185","Montana Travertine Company",1,4166,
"DU0517","Iron Blowout Prospect","DU0517-05292","Iron Blowout Prospect",1,4167,
"DU0518","Peterson Mine","DU0518-08308","Peterson Mine",1,4168,
"DU0519","Unnamed shafts","DU0519-12031","Unnamed shafts",1,4169,
