"SequenceNumber","Location_type","lon_WGS84","lat_WGS84"
"CH0395",0,-114.322968137,44.3759433546
"CH0396",3,-114.306517596,44.3698735111
"CH0397",0,-114.727979744,44.3954404628
"CH0398",3,-114.720309489,44.3924605377
"CH0399",0,-114.729079733,44.3923404787
"CH0400",0,-114.720499412,44.3862305837
"CH0401",0,-114.722179478,44.3876405615
"CH0402",3,-114.717409377,44.3901405751
"CH0403",3,-114.72635958,44.38651054149999
"CH0404",0,-114.73217972,44.3848405145
"CH0405",0,-114.727449581,44.384280551
"CH0406",0,-114.744080024,44.38264045
"CH0407",0,-114.736079767,44.3801405236
"CH0408",0,-114.740179837,44.3767405215
"CH0409",0,-114.744679863,44.3692405479
"CH0410",0,-114.72077935,44.380940622
"CH0411",0,-114.72137941,44.3842405928
"CH0412",0,-114.718279346,44.38594060099999
"CH0413",0,-114.709379016,44.3798407081
"CH0414",0,-114.696378682,44.38204078
"CH0415",0,-114.701378851,44.38424072919999
"CH0416",3,-114.716339285,44.3854006184
"CH0417",0,-114.70577904,44.3892406612
"CH0418",0,-114.686578581,44.3951407474
"CH0419",3,-114.68887861,44.3924807519
"CH0420",0,-114.685778514,44.3917407787
"CH0421",0,-114.682448325,44.3845608558
"CH0422",0,-114.685778337,44.37845087949999
"CH0423",0,-114.677168126,44.38067092129999
"CH0424",0,-114.679978186,44.3792409131
"CH0425",0,-114.68047817,44.3770409264
"CH0426",0,-114.671577921,44.37704098699999
"CH0427",0,-114.66717778,44.3756410276
"CH0428",0,-114.669377827,44.374541021
"CH0429",0,-114.680178118,44.3737409535
"CH0430",3,-114.679668095,44.37306096219999
"CH0431",3,-114.675137946,44.3713510061
"CH0432",0,-114.670177801,44.37094104299999
"CH0433",3,-114.675647944,44.3701510117
"CH0434",3,-114.668417767,44.3720510465
"CH0435",3,-114.675497855,44.36373106169999
"CH0436",3,-114.6537973,44.3677011792
"CH0437",3,-114.658007443,44.3695611363
"CH0438",0,-114.646887205,44.37512116969999
"CH0439",0,-114.644977082,44.3698412229
"CH0440",0,-114.697478551,44.36984086539999
"CH0441",0,-114.694678454,44.36844089509999
"CH0442",0,-114.688278275,44.3684409387
"CH0443",0,-114.699978592,44.36764086509999
"CH0444",0,-114.730179465,44.3698406423
"CH0445",0,-114.729979323,44.3595407224
"CH0446",0,-114.718579093,44.3662407489
"CH0447",0,-114.691378303,44.3640409512
"CH0448",0,-114.6957784,44.36204093649999
"CH0449",0,-114.699978507,44.361240914
"CH0450",0,-114.691378248,44.3598409833
"CH0451",0,-114.953584592,44.2862397586
"CH0452",0,-114.950484476,44.28403979709999
"CH0453",0,-114.95048445,44.28203981279999
"CH0454",0,-114.952984505,44.2809398042
"CH0455",0,-114.959384654,44.27873977749999
"CH0456",0,-114.949684357,44.2767398598
"CH0457",0,-114.957184551,44.2756398169
"CH0458",0,-114.944084309,44.2848398348
"CH0459",0,-114.940784154,44.2801398943
"CH0460",0,-114.949684273,44.27043990929999
"CH0461",0,-114.949084223,44.26793993299999
"CH0462",0,-114.949384194,44.26513995299999
"CH0463",3,-114.940224061,44.27427994409999
"CH0464",0,-114.900483145,44.2887401035
"CH0465",0,-114.917683547,44.28294003089999
"CH0466",3,-114.922783664,44.2810300108
"CH0467",0,-114.931383859,44.2776399784
"CH0468",0,-114.925503702,44.27817001459999
"CH0469",0,-114.917483434,44.27484009569999
"CH0470",0,-114.933883891,44.2748399832
"CH0471",0,-114.929983757,44.27294002479999
"CH0472",0,-114.926383638,44.27154006049999
"CH0473",0,-114.932483715,44.2645400737
"CH0474",0,-114.918283302,44.2631701818
"CH0475",0,-114.939383845,44.2598400633
"CH0476",0,-114.955784188,44.2512400185
"CH0477",0,-114.943583815,44.24874012199999
"CH0478",0,-114.949383854,44.2395401549
"CH0479",0,-114.961584121,44.2340401148
"CH0480",0,-114.874082405,44.28844028669999
"CH0481",0,-114.838581404,44.287640536
"CH0482",0,-114.896082749,44.26814029499999
"CH0483",0,-114.874082168,44.270640426
"CH0484",0,-114.868582008,44.27014046759999
"CH0485",0,-114.859391682,44.2648405721
"CH0486",0,-114.869681991,44.2665404883
"CH0487",0,-114.879082231,44.26484043729999
"CH0488",0,-114.871081989,44.26344050309999
"CH0489",0,-114.861611644,44.2573406159
"CH0490",0,-114.859981603,44.2576406247
"CH0491",0,-114.886082308,44.25594045939999
"CH0492",3,-114.915783107,44.25373027329999
"CH0493",0,-114.899982463,44.23844050229999
"CH0494",3,-114.925093098,44.2335703688
"CH0495",0,-114.841581144,44.2617407183
"CH0496",0,-114.846381183,44.2545407421
"CH0497",0,-114.856381432,44.25234069099999
"CH0498",0,-114.853581336,44.2509407212
"CH0499",3,-114.858561489,44.2520606783
"CH0500",0,-114.856581405,44.2498407094
"CH0501",3,-114.858131438,44.2491107045
"CH0502",0,-114.849981144,44.2440408003
"CH0503",0,-114.846081027,44.2434408317
"CH0504",0,-114.858581336,44.2404407699
"CH0505",3,-114.858501367,44.2429507506
"CH0506",0,-114.857981274,44.2370408009
"CH0507",0,-114.576573382,44.2340427394
"CH0508",0,-114.588573705,44.2331426652
"CH0509",0,-114.591873773,44.2312426579
"CH0510",0,-114.590173656,44.2259427112
"CH0511",0,-114.601873964,44.224542643
"CH0512",0,-114.595773736,44.2201427191
"CH0513",0,-114.593273575,44.2131427915
"CH0514",0,-114.555472454,44.20814308689999
"CH0515",0,-114.614074094,44.2084426879
"CH0516",0,-114.595173534,44.20594283569999
"CH0517",0,-114.596573511,44.20124286359999
"CH0518",0,-114.602473643,44.1987428435
"CH0519",0,-114.57107273,44.1959430783
"CH0520",0,-114.600473485,44.1909429192
"CH0521",0,-114.605773572,44.1862429208
"CH0522",0,-114.596073287,44.1851429952
"CH0523",0,-114.607173556,44.1820429448
"CH0524",0,-114.596573224,44.179243039
"CH0525",0,-114.595773152,44.17544307479999
"CH0526",0,-114.600173259,44.1742430546
"CH0527",0,-114.596373132,44.1726430931
"CH0528",0,-114.599073193,44.17154308369999
"CH0529",3,-114.569582545,44.18496317589999
"CH0530",0,-114.568872483,44.18174320639999
"CH0531",3,-114.57482258,44.1764532084
"CH0532",0,-114.582172775,44.17564316519999
"CH0533",3,-114.583582831,44.1769231454
"CH0534",0,-114.584972799,44.1715431791
"CH0535",0,-114.590772914,44.1679431687
"CH0536",0,-114.597173009,44.16154317669999
"CH0537",0,-114.581372568,44.1615432836
"CH0538",3,-114.587052537,44.147013362
"CH0539",3,-114.596832827,44.1482832857
"CH0540",0,-114.59937286,44.1454432914
"CH0541",0,-115.796404677,44.04233587629999
"CH0542",0,-115.781104192,44.03763602359999
"CH0543",0,-115.820505303,44.0395357301
"CH0544",3,-115.808224926,44.0366758407
"CH0545",3,-115.806364884,44.0373558481
"CH0546",0,-115.809104883,44.03173587609999
"CH0547",3,-115.811795038,44.03770580689999
"CH0548",0,-115.832505559,44.0340356918
"CH0549",0,-115.838005645,44.02923569359999
"CH0550",0,-115.840205733,44.03123566119999
"CH0551",0,-115.833905526,44.0287357267
"CH0552",0,-115.840205669,44.0265357009
"CH0553",3,-115.837545521,44.02099576649999
"CH0554",0,-115.856606132,44.0273355784
"CH0555",0,-115.846905737,44.0179357264
"CH0556",3,-115.839245566,44.0208457558
"CH0557",0,-115.832705327,44.0165358384
"CH0558",3,-115.845245597,44.0109757971
"CH0559",3,-115.84111547,44.0099658348
"CH0560",3,-115.849695712,44.01039577069999
"CH0561",0,-115.831605128,44.0040359522
"CH0562",3,-115.852455737,44.006645783
"CH0563",3,-115.831035341,44.0209558127
"CH0564",3,-115.808424762,44.0241959446
"CH0565",3,-115.811624791,44.0197959593
"CH0566",3,-115.820225018,44.01905590499999
"CH0567",0,-115.81660488,44.0162359544
"CH0568",0,-115.812204732,44.0142360023
