"SequenceNumber","Location_type","lon_WGS84","lat_WGS84"
"DI0164",3,-113.666320999,45.244841967
"DI0165",3,-113.686241577,45.24546183069999
"DI0166",3,-113.685111499,45.24202185799999
"DI0167",0,-113.796564503,45.2281411936
"DI0168",0,-113.765463477,45.2179414608
"DI0169",0,-113.782163836,45.20904140099999
"DI0170",0,-113.78016373,45.2054414354
"DI0171",3,-113.786633885,45.2031614054
"DI0172",0,-113.80106409,45.18764139979999
"DI0173",3,-113.73733288,45.2334615589
"DI0174",3,-113.722532213,45.21525176319999
"DI0175",0,-113.64826014,45.219242235
"DI0176",0,-113.646560062,45.2170422591
"DI0177",0,-113.661060466,45.21624216719999
"DI0178",0,-113.679060874,45.2081420944
"DI0179",3,-113.715482002,45.2145618143
"DI0180",0,-113.729361965,45.1820419118
"DI0181",0,-113.631059493,45.2076424168
"DI0182",0,-113.63545943,45.19344247039999
"DI0183",3,-113.61716886,45.1899526124
"DI0184",0,-113.626358985,45.1795426123
"DI0185",0,-113.605758325,45.1742427803
"DI0186",3,-113.594127872,45.16522291059999
"DI0187",3,-113.711871014,45.1481722287
"DI0188",0,-113.666559678,45.14514254829999
"DI0189",3,-113.616518274,45.1472028686
"DI0190",3,-113.582547244,45.1428031202
"DI0192",0,-113.595757307,45.1190431743
"DI0193",3,-113.589087054,45.1142832471
"DI0194",3,-113.582696762,45.10604333889999
"DI0195",3,-113.5799166,45.0998233948
"DI0196",0,-113.689659969,45.1173425608
"DI0197",0,-113.690759938,45.11264258169999
"DI0198",3,-113.643618586,45.11230289709999
"DI0199",0,-113.617157684,45.1012431394
"DI0200",0,-113.703559954,45.086242656
"DI0201",0,-113.69355955,45.0773427766
"DI0202",0,-113.661558287,45.0509431506
"DI0203",0,-113.570756093,45.08124356779999
"DI0204",0,-113.591356572,45.0729434818
"DI0205",0,-113.59885676,45.0709434443
"DI0206",0,-113.596356415,45.0501435879
"DI0207",3,-113.562634884,45.0069940773
"DI0208",0,-113.563014834,45.0023741035
"DI0209",0,-113.567454953,45.00174407799999
"DI0210",0,-113.503553234,45.0098444497
"DI0211",3,-113.515883492,45.0026644129
"DI0212",3,-113.499082979,45.0001245395
"DI0213",0,-113.480452472,45.00204465029999
"DI0214",0,-113.471352224,45.0029447047
"DI0215",0,-113.457651817,45.0017448024
"DI0216",3,-113.975769375,45.2095600984
"DR0001",3,-111.435399427,43.7909763187
"DR0002",0,-111.148771692,43.8284676996
"DR0003",0,-111.150971602,43.8148677998
"DR0004",0,-111.139271219,43.8104679052
"DR0005",0,-111.22507356,43.80126747729999
"DR0006",3,-111.319295625,43.7465273825
"DR0007",0,-111.337576063,43.739267336
"DR0008",0,-111.346776325,43.73926728159999
"DR0009",0,-111.338476052,43.7359673588
"DR0010",0,-111.334575913,43.73346740309999
"DR0011",0,-111.326275661,43.7320674641
"DR0012",0,-111.371276918,43.7301672141
"DR0013",0,-111.330075707,43.7265674885
"DR0014",3,-111.304015009,43.7303076107
"DR0015",3,-111.324025508,43.7241175452
"DR0016",0,-111.331275659,43.71926754379999
"DR0017",0,-111.323975434,43.7176676006
"DR0018",0,-111.333175676,43.71596756069999
"DR0019",0,-111.323975406,43.71516762189999
"DR0020",3,-111.328435442,43.70709766469999
"DR0021",0,-111.321775231,43.70516772049999
"DR0022",0,-111.280374335,43.7301677514
"DR0023",3,-111.264873878,43.7287478549
"DR0024",0,-111.275074122,43.7245678304
"DR0025",3,-111.270274018,43.7275278334
"DR0026",0,-111.295074641,43.7201677499
"DR0027",0,-111.308975008,43.7176676892
"DR0028",0,-111.295974614,43.7154677847
"DR0029",3,-111.269873816,43.71046798139999
"DR0030",0,-111.314875081,43.7092677262
"DR0031",3,-111.315645072,43.7064777455
"DR0032",0,-111.312874931,43.7009678091
"DR0033",0,-111.32957534,43.6951677603
"DR0034",0,-111.322375173,43.6984677745
"DR0035",0,-111.31567497,43.6973678235
"DR0036",0,-111.303974405,43.67656807149999
"DR0037",0,-111.253772948,43.6737683915
"DR0038",0,-111.254272813,43.6604685035
"DR0039",0,-111.356475297,43.6231682252
"DR0040",0,-111.253172447,43.63046877039999
"DR0041",0,-111.235671839,43.6204689605
"DR0042",0,-111.135369441,43.6609691972
"DR0043",0,-111.053467103,43.6601696829
"DR0044",0,-111.076467283,43.61736991999999
"DR0045",0,-111.21927083,43.57156948599999
"DR0046",0,-111.196470168,43.5701696321
"DR0047",0,-111.290072664,43.55596920799999
"DR0048",0,-111.298472841,43.5504692074
"DR0049",0,-111.055366132,43.5673704814
"DR0050",0,-111.096467176,43.55627033979999
"DR0051",0,-111.079266649,43.552670472
"DR0052",0,-111.115067658,43.55207026839999
"DR0053",0,-111.112067445,43.54047038869999
"DR0054",0,-111.203769861,43.523770001
"DR0055",0,-111.197069566,43.5142701251
"DR0056",0,-111.165368529,43.50177042249999
"DR0057",0,-111.337873614,43.51956925069999
"DR0058",0,-111.287572109,43.5123696111
"DR0059",0,-111.340673542,43.50596935599999
"DR0060",0,-111.14986773,43.46907080699999
"DR0061",0,-111.097566248,43.4690711121
"DR0062",0,-111.115066612,43.4570711185
"DR0063",0,-111.118966698,43.4548711156
"DR0064",0,-111.088165634,43.4373714537
"DR0065",0,-111.162867471,43.41207124869999
"DR0066",0,-111.107865909,43.4115715739
"DR0067",0,-111.077564938,43.40127184439999
"DR0068",3,-111.44929822,43.6491374493
"DR0069",0,-111.452898381,43.654307383
"DR0071",3,-111.533520753,43.66202683669999
"DR0072",3,-111.535000644,43.6486469442
"DR0073",0,-111.695085002,43.6331661231
"DR0074",0,-111.575081266,43.6031671035
"DR0075",0,-111.574581183,43.5970671602
"DR0076",3,-111.628092116,43.5456072975
"DR0077",0,-111.698183947,43.5323669971
"DR0078",0,-111.702884084,43.5326669663
"DR0079",0,-111.826287271,43.5065664609
"DR0080",0,-111.899889321,43.50426603859999
"DR0081",3,-111.934990229,43.49710589159999
"DR0082",0,-111.906789273,43.4829661899
"DR0083",0,-111.947590179,43.4615661385
"DR0084",3,-111.88111835,43.4654065042
"DR0085",0,-111.829587078,43.48126666989999
"DR0086",0,-111.725983879,43.45676751369999
"DR0087",0,-111.791285545,43.44126726419999
"DR0088",0,-111.926489046,43.4140667014
"DR0089",0,-111.959589901,43.40736656359999
"DR0090",3,-111.952679609,43.39875668489999
"DR0091",0,-111.963189876,43.3962666445
"DR0092",0,-111.980990172,43.378166705
"DR0093",0,-111.440376143,43.4862689448
"DR0094",0,-111.44597623,43.47986896939999
"DR0095",0,-111.460976403,43.45736908449999
"DR0096",0,-111.449005889,43.4415392992
"DR0097",0,-111.343973015,43.4501698402
"DR0098",0,-111.593980011,43.4440684167
"DR0099",0,-111.570079057,43.4190687873
"DR0100",0,-111.508977273,43.41376919819999
"DR0101",0,-111.362573295,43.4279699328
"DR0102",0,-111.398474312,43.4281697195
"DR0103",0,-111.415374713,43.42126968279999
"DR0104",3,-111.425184994,43.42160962179999
"DR0105",0,-111.439875338,43.4151695941
"DR0106",0,-111.444575399,43.408769625
"DR0107",3,-111.531717772,43.4009391814
"DR0108",0,-111.484276338,43.3923695411
"DR0109",0,-111.458175589,43.39126970549999
"DR0110",0,-111.360372713,43.380970377
"DR0111",0,-111.316471338,43.36877074749999
"DR0112",0,-111.587378968,43.3673691613
"DR0113",3,-111.531357333,43.3624195393
"DR0115",0,-111.525977153,43.3598695949
"DR0116",0,-111.512076884,43.3709695743
"DR0117",0,-111.506276668,43.36626965209999
"DR0118",0,-111.501476533,43.3662696805
"DR0119",0,-111.493476236,43.3598697872
"DR0120",0,-111.471775489,43.34767002869999
"DR0121",0,-111.542877475,43.345969624
"DR0122",0,-111.580078475,43.3415694445
"DR0123",0,-111.541777228,43.32656981149999
"DR0124",0,-111.5114763,43.3198700535
"DR0125",0,-111.499575857,43.31017021469999
"DR0126",0,-111.486475383,43.3006703812
"DR0127",0,-111.52347641,43.29927017569999
"DR0128",0,-111.474274774,43.2767706783
"DR0129",0,-111.44257355,43.24677114919999
"DR0130",0,-111.285370022,43.32907129829999
"DR0131",0,-111.218167977,43.3156718163
"DR0132",0,-111.21456784,43.31237186809999
"DR0133",0,-111.232868226,43.3004718726
"DR0134",0,-111.223767838,43.28847203829999
"DR0135",0,-111.189866853,43.2859722595
"DR0136",0,-111.230967525,43.2412724417
"DR0137",0,-111.261268243,43.2287723836
"DR0138",0,-111.638479609,43.295669528
"DR0139",0,-111.707581703,43.3090689906
"DR0140",0,-111.788984095,43.3181684191
"DR0141",0,-111.940388198,43.3045676389
"DR0142",0,-111.930687776,43.291267823
"DR0143",0,-111.912087262,43.29206792719999
"DR0144",3,-111.890806623,43.2884280894
"DR0145",0,-111.974288771,43.2709677532
"DR0146",0,-111.930987418,43.25876812969999
"DR0147",0,-111.87758567,43.2365686621
"DR0148",0,-111.890085646,43.2031689078
"DR0149",0,-111.692879931,43.1870702399
"DR0150",0,-111.592577297,43.20377067419999
"DR0151",0,-111.546775384,43.14707149229999
"DR0152",0,-111.484573666,43.1498718318
"DR0153",0,-111.387070915,43.1490724125
"DR0154",0,-111.381470739,43.1473724618
"DR0155",0,-111.291468346,43.1601728646
"DR0156",0,-111.332569317,43.14317278879999
"DR0157",0,-111.348769655,43.1323727988
"DR0158",0,-111.339569393,43.13207285559999
"DR0159",3,-111.121993788,43.1802136584
"DR0160",0,-111.131264079,43.1829735781
"DR0161",3,-111.213316133,43.1591533302
"DR0162",3,-111.244756922,43.15025323299999
"DR0163",0,-111.245966898,43.144873278
"DR0164",0,-111.252866866,43.1240734396
"DR0165",3,-111.330939106,43.127962946
"DR0166",0,-111.2723672,43.1042735188
"DR0167",0,-111.265066967,43.1017735858
"DR0168",0,-111.262866873,43.09877362789999
"DR0169",0,-111.308468152,43.09847336489999
"DR0170",0,-111.317368415,43.0995733021
"DR0172",3,-111.299597801,43.08911350819999
"DR0173",3,-111.309178137,43.0952233925
"DR0174",3,-111.293727617,43.08737355949999
"DR0175",3,-111.332258803,43.096723243
"DR0176",0,-111.32786855,43.0848733847
"DR0177",0,-111.315668177,43.0820734835
"DR0178",0,-111.307067887,43.0776735769
"DR0179",0,-111.280966755,43.0409740907
"DR0180",0,-111.513473261,43.0387727514
"DR0181",0,-111.573774928,43.036572418
"DR0182",0,-111.67147782,43.05047170269999
"DR0183",0,-111.670677547,43.027671934
"DR0184",0,-111.797082017,43.11157035399999
"DR0185",0,-111.78038119,43.07927077119999
"DR0186",0,-111.796781229,43.04127105009999
"DR0187",0,-111.9400854,43.0556700513
"DR0188",0,-111.877383347,43.0287706941
"DR0189",0,-111.875083109,43.0131708638
"DU0001",0,-113.573854965,44.9887441168
"DU0002",0,-113.571354883,44.98794413829999
"DU0003",0,-113.573854942,44.9870441274
"DU0004",0,-113.577955038,44.98544411029999
"DU0005",0,-113.5832552,44.98623407029999
"DU0006",0,-113.583855148,44.98094409949999
"DU0007",0,-113.587655165,44.9740441177
"DU0008",3,-113.56484471,44.98894417509999
"DU0009",3,-113.559804545,44.9873142186
"DU0010",0,-113.553854368,44.98674426149999
"DU0011",0,-113.547654174,44.98544431049999
"DU0012",0,-113.530453718,44.9881444072
"DU0013",0,-113.537653866,44.9837443872
"DU0014",3,-113.547134102,44.981124341
"DU0015",0,-113.537453805,44.9795444148
"DU0016",0,-113.544053993,44.9795443712
"DU0017",3,-113.5571444,44.982064269
"DU0018",0,-113.544053961,44.9770443869
"DU0019",0,-113.549354097,44.9759443588
"DU0020",0,-113.554054217,44.97484433469999
"DU0021",0,-113.532953601,44.9737444809
"DU0022",0,-113.559354313,44.970644326
"DU0023",0,-113.565154464,44.9695442946
"DU0024",0,-113.56215434,44.9665443333
"DU0025",3,-113.513103571,45.01471435649999
"DU0026",0,-113.540453745,44.9684444647
"DU0027",0,-113.468252007,44.9931447861
"DU0028",0,-113.475452178,44.99044475549999
"DU0029",0,-113.474352124,44.9887447733
"DU0030",0,-113.471352049,44.9895447881
"DU0031",0,-113.46855195,44.9881448153
"DU0032",0,-113.469651963,44.9867448168
"DU0033",0,-113.474952108,44.986244785
"DU0034",0,-113.479952258,44.98674474889999
"DU0035",0,-113.485532411,44.986284715
"DU0036",0,-113.494622732,44.9909946257
"DU0037",0,-113.486052403,44.9845447225
"DU0038",0,-113.476582122,44.9837347899
"DU0039",0,-113.476552111,44.98294479499999
"DU0040",0,-113.469651924,44.9837448355
"DU0041",0,-113.472952018,44.98374481379999
"DU0042",0,-113.462951755,44.985444869
"DU0043",0,-113.449951368,44.984244962
"DU0044",0,-113.473252005,44.9820448224
"DU0045",0,-113.462591695,44.9816448951
"DU0046",3,-113.477972111,44.979854805
"DU0047",0,-113.494642554,44.9773447109
"DU0048",0,-113.474651976,44.9767448464
"DU0049",0,-113.455751466,44.9790449564
"DU0050",0,-113.452151384,44.98064496999999
"DU0051",0,-113.447451207,44.97734502159999
"DU0052",0,-113.479052066,44.9740448343
"DU0053",0,-113.468251758,44.9740449054
"DU0054",0,-113.465751686,44.9740449219
"DU0055",0,-113.46905175,44.9717449146
"DU0056",0,-113.456851381,44.9701450049
"DU0057",0,-113.454951305,44.968445028
"DU0058",0,-113.460151449,44.96814499569999
"DU0059",0,-113.464051536,44.966244982
"DU0060",0,-113.456051303,44.9659450365
"DU0061",0,-113.477151957,44.96984487309999
"DU0062",3,-113.480342085,44.9727248341
"DU0063",0,-113.46935172,44.9687449314
"DU0064",3,-113.476611928,44.968844883
"DU0065",0,-113.472951764,44.96424493599999
"DU0066",0,-113.51215289,44.964844674
"DU0067",0,-113.502652627,44.96544473279999
"DU0068",0,-113.50185256,44.9620447595
"DU0069",0,-113.488552148,44.95954486279999
"DU0070",0,-113.482652001,44.961244891
"DU0071",0,-113.468251601,44.96204498079999
"DU0072",0,-113.478551862,44.9595449287
"DU0073",3,-113.47134163,44.9574949891
"DU0074",0,-113.474651693,44.95514498209999
"DU0075",0,-113.448851014,44.9595451241
"DU0076",0,-113.454351118,44.9554451138
"DU0077",0,-113.451350992,44.952345153
"DU0078",0,-113.462651274,44.9492450983
"DU0079",0,-113.465151353,44.949845078
"DU0080",0,-113.463551279,44.9476451025
"DU0081",0,-113.466351359,44.9476450841
"DU0082",0,-113.468551428,44.9481450664
"DU0083",0,-113.469051421,44.9465450732
"DU0084",0,-113.472151524,44.9476450459
"DU0085",0,-113.474351591,44.9479450295
"DU0086",0,-113.480451761,44.9476449913
"DU0087",0,-113.48265182,44.9473449787
"DU0088",0,-113.483851876,44.94904495999999
"DU0089",3,-113.491062067,44.9479049198
"DU0090",3,-113.484641877,44.9473449656
"DU0091",0,-113.496352309,44.9548448411
"DU0092",0,-113.501052363,44.9487448487
"DU0093",0,-113.496852211,44.9462448921
"DU0094",0,-113.499052223,44.94234490229999
"DU0095",0,-113.573554479,44.9523443476
"DU0096",0,-113.573854458,44.95014435949999
"DU0097",0,-113.569654335,44.9498443892
"DU0098",0,-113.52795312,44.9479446764
"DU0099",0,-113.53605334,44.9470446287
"DU0100",0,-113.552453713,44.9398445661
"DU0101",0,-113.529053021,44.93794473249999
"DU0102",0,-113.526552866,44.9315447897
"DU0103",0,-113.528852891,44.9284447942
"DU0104",0,-113.533252998,44.9270447741
"DU0105",0,-113.512952438,44.928444899
"DU0106",0,-113.495751987,44.9315449926
"DU0107",0,-113.493851889,44.92814502669999
"DU0108",0,-113.481551375,44.91564518729999
"DU0109",0,-113.474051053,44.9073452897
"DU0110",0,-113.582954278,44.91654451319999
"DU0111",0,-113.574054016,44.9159445758
"DU0112",0,-113.557653549,44.915944684
"DU0113",0,-113.574353986,44.912944593
"DU0114",0,-113.573253877,44.907044638
"DU0115",0,-113.570753785,44.90544466479999
"DU0116",0,-113.487951352,44.8998452464
"DU0117",0,-113.521052273,44.8981450394
"DU0118",0,-113.494051438,44.8931452493
"DU0119",0,-113.496351497,44.8926452374
"DU0120",0,-113.500151606,44.8926452124
"DU0121",0,-113.498251537,44.891545232
"DU0122",0,-113.491851357,44.89174527279999
"DU0123",0,-113.475150885,44.8920453807
"DU0124",0,-113.537152581,44.886545008
"DU0125",0,-113.521552035,44.8787451611
"DU0126",0,-113.527952148,44.8734451533
"DU0127",3,-113.593253943,44.8684547551
"DU0128",3,-113.545362291,44.8463452149
"DU0129",3,-113.54849223,44.83480526979999
"DU0130",3,-113.555892473,44.83727520479999
"DU0131",0,-113.50855144,44.8615453582
"DU0132",3,-113.504361368,44.8651253625
"DU0133",0,-113.50715136,44.8584453875
"DU0134",0,-113.509351409,44.85734538019999
"DU0135",0,-113.511851437,44.8540453853
"DU0136",3,-113.494491069,44.8637654363
"DU0137",3,-113.483010767,44.8657454989
"DU0138",0,-113.490750929,44.86124547719999
"DU0139",0,-113.4976511,44.8592454448
"DU0140",0,-113.498251052,44.8542454734
"DU0141",0,-113.521551402,44.83014547769999
"DU0142",0,-113.468250339,44.86514559979999
"DU0143",0,-113.456549994,44.8642456825
"DU0144",0,-113.453249897,44.8640457054
"DU0145",0,-113.451049804,44.8617457348
"DU0146",0,-113.463550165,44.8620456508
"DU0147",0,-113.446849646,44.8587457819
"DU0148",0,-113.461350005,44.854545714
"DU0149",0,-113.483250575,44.85044559679999
"DU0150",0,-113.484650575,44.84734560779999
"DU0151",0,-113.493550806,44.84564556039999
"DU0152",0,-113.47105022,44.8498456809
"DU0153",0,-113.472150208,44.8465456951
"DU0154",0,-113.474050226,44.84374570089999
"DU0155",0,-113.472950169,44.8417457212
"DU0156",0,-113.474650197,44.8401457205
"DU0157",0,-113.477150207,44.8354457348
"DU0158",0,-113.488550502,44.833145675
"DU0159",0,-113.479950185,44.8276457676
"DU0160",0,-113.474950025,44.8262458096
"DU0161",0,-113.428849021,44.8501459559
"DU0162",0,-113.455149724,44.84654580679999
"DU0163",0,-113.457649741,44.84234581779999
"DU0164",0,-113.46184981,44.8384458157
"DU0165",0,-113.450149351,44.828745956
"DU0166",3,-113.456419529,44.8286759153
"DU0167",3,-113.300460749,44.4892092713
"DU0168",0,-113.305090884,44.4895592387
"DU0169",0,-113.311881021,44.4851792263
"DU0170",0,-113.312141007,44.4834492372
"DU0171",0,-113.316841126,44.4823492146
"DU0172",0,-113.312940998,44.4809492501
"DU0173",0,-113.318771163,44.48093921229999
"DU0174",0,-113.303540725,44.4804493147
"DU0175",0,-113.285740167,44.47624946049999
"DU0176",0,-113.313240975,44.47844926619999
"DU0177",0,-113.321541204,44.477949216
"DU0178",0,-113.332641507,44.47704915049999
"DU0179",0,-113.316040953,44.47044930609999
"DU0180",0,-113.324341188,44.4704492522
"DU0181",0,-113.327631301,44.47200921949999
"DU0182",0,-113.336341485,44.46704919899999
"DU0183",0,-113.339941535,44.4629492055
"DU0184",3,-113.328231235,44.4654292634
"DU0185",0,-113.312340808,44.467289353
"DU0186",0,-113.318540921,44.46234934869999
"DU0187",0,-113.311470755,44.4650793747
"DU0188",3,-113.314280726,44.45644941929999
"DU0189",0,-113.272139683,44.4684496051
"DU0190",0,-113.284189935,44.46130957899999
"DU0191",0,-113.276839722,44.46094962919999
"DU0192",3,-113.286059926,44.45646960209999
"DU0193",0,-113.280469788,44.458019627
"DU0194",0,-113.282639801,44.45424964039999
"DU0195",0,-113.28657994,44.4563995992
"DU0196",3,-113.280129791,44.4590496217
"DU0197",3,-113.293040141,44.4577695474
"DU0198",3,-113.292470092,44.4552095697
"DU0199",0,-113.292640053,44.4517495938
"DU0200",0,-113.266839354,44.45424974269999
"DU0201",0,-113.273709487,44.4493897337
"DU0202",0,-113.263839192,44.44814980659999
"DU0203",0,-113.281839678,44.446249704
"DU0204",0,-113.28805981,44.44278968899999
"DU0205",0,-113.288829895,44.4477296479
"DU0206",0,-113.305510453,44.4545094903
"DU0207",0,-113.30104019,44.44374959779999
"DU0208",0,-113.3076505,44.4534094845
"DU0209",0,-113.30264019,44.4401496138
"DU0210",0,-113.294619991,44.44236964949999
"DU0211",0,-113.28250958,44.4369897673
"DU0212",0,-113.264349018,44.4332499123
"DU0213",0,-113.257938847,44.43404994789999
"DU0214",0,-113.256338766,44.4312499788
"DU0215",0,-113.262268949,44.4324599315
"DU0216",0,-113.260518902,44.4326399415
"DU0217",0,-113.257938713,44.4234500256
"DU0218",0,-113.276539317,44.4295498605
"DU0219",0,-113.279519387,44.42840984959999
"DU0220",0,-113.274039215,44.427049895
"DU0221",0,-113.276539219,44.4217499178
"DU0222",0,-113.27543914,44.4179499529
"DU0223",0,-113.250438253,44.40375021929999
"DU0224",0,-113.255258376,44.4027101958
"DU0225",3,-113.269308602,44.38905020609999
"DU0226",0,-113.255158233,44.39156027889999
"DU0227",0,-113.241337695,44.3798504551
"DU0228",3,-113.269148544,44.384750239
"DU0229",0,-113.284038806,44.3720502372
"DU0231",0,-113.268538294,44.3662503807
"DU0232",0,-113.291268862,44.3603002781
"DU0233",0,-113.32543981,44.3587500686
"DU0234",0,-113.264038086,44.3598504576
"DU0235",0,-113.263538031,44.35655048549999
"DU0236",0,-113.280458491,44.3551203868
"DU0237",0,-113.272438244,44.3534504512
"DU0238",0,-113.265738054,44.3534504945
"DU0239",3,-113.259047664,44.3374906574
"DU0240",3,-113.278118324,44.3470904621
"DU0241",3,-113.279008316,44.3443804767
"DU0242",0,-113.256337715,44.3476505986
"DU0243",0,-113.255137622,44.3429506417
"DU0244",3,-113.273088092,44.3399405483
"DU0245",3,-113.277438223,44.34056051549999
"DU0246",3,-113.273118094,44.33997054789999
"DU0247",0,-113.259937664,44.335450667
"DU0248",0,-113.265817821,44.3346906348
"DU0249",3,-113.133241393,44.1189631558
"DU0250",0,-113.124331077,44.1137532542
"DU0251",0,-113.150732171,44.14205286089999
"DU0252",0,-113.170432659,44.1365527781
"DU0253",0,-113.176532789,44.1331527658
"DU0254",0,-113.159641904,44.10009313699999
"DU0255",3,-113.127261075,44.1068932901
"DU0256",0,-113.140131787,44.1351529833
"DU0257",0,-113.143531509,44.1048532022
"DU0258",0,-113.14468149,44.1007032279
"DU0259",0,-113.153661738,44.10028317379999
"DU0260",0,-113.139931305,44.09655329149999
"DU0261",0,-113.148691518,44.09379325739999
"DU0262",0,-113.163531967,44.09625314269999
"DU0263",0,-113.158461844,44.0978831622
"DU0264",0,-113.16073222,44.1231529464
"DU0265",0,-113.160131806,44.0909532069
"DU0266",0,-113.149331484,44.0895532873
"DU0267",0,-113.133831002,44.0859534153
"DU0268",0,-113.1439313,44.0869833424
"DU0269",3,-113.944705461,44.9834516814
"DU0270",3,-113.850882345,44.9497825222
"DU0271",0,-113.911363754,44.9262422684
"DU0272",0,-113.897463027,44.9012425223
"DU0273",0,-113.931063688,44.87904244169999
"DU0274",0,-113.894362572,44.8734427234
"DU0275",0,-113.957164279,44.86764234149999
"DU0276",0,-113.926563344,44.8626425788
"DU0277",0,-113.961864162,44.84874243389999
"DU0278",0,-113.952663864,44.8459425139
"DU0283",3,-113.95424375,44.83395258239999
"DU0284",0,-113.916862207,44.7973430751
"DU0286",3,-113.87247078,44.78455345659999
"DU0287",0,-113.690757703,44.9434436281
"DU0288",3,-113.745018995,44.9242033904
"DU0289",0,-113.751559068,44.9156434018
"DU0290",3,-113.778819972,44.92540315799999
"DU0291",0,-113.771859528,44.9067433241
"DU0292",0,-113.605155351,44.9501441526
"DU0293",0,-113.611855483,44.9456441368
"DU0294",0,-113.607155131,44.9290442734
"DU0295",0,-113.601354657,44.9054444627
"DU0296",0,-113.620155054,44.89484440659999
"DU0297",0,-113.612454831,44.8945444595
"DU0298",0,-113.607954583,44.88544454789999
"DU0299",0,-113.60495445,44.8817445917
"DU0300",0,-113.61435438,44.8559446971
"DU0301",0,-113.678556182,44.8540442849
"DU0302",0,-113.679655905,44.83044443239999
"DU0303",0,-113.648254505,44.79154489739999
"DU0304",0,-113.701055975,44.7892445635
"DU0305",0,-113.689055418,44.77264475379999
"DU0306",0,-113.647654165,44.766745067
"DU0307",0,-113.671354506,44.74124508209999
"DU0308",0,-113.633553183,44.7220454616
"DU0309",0,-113.605152208,44.70904573729999
"DU0310",0,-113.728255698,44.7087449266
"DU0311",0,-113.969362151,44.6798435231
"DU0312",0,-113.945461391,44.6734437268
"DU0313",3,-113.932701052,44.6751238002
"DU0314",0,-113.957821524,44.6568637595
"DU0315",0,-113.738555055,44.6367453554
"DU0316",0,-113.487650012,44.7973459168
"DU0317",3,-113.466259417,44.79840605019999
"DU0318",3,-113.462669193,44.789006136
"DU0319",0,-113.452648947,44.7920461816
"DU0320",0,-113.436348436,44.7884463123
"DU0321",3,-113.443808635,44.7874162702
"DU0322",3,-113.426888109,44.7839564041
"DU0323",0,-113.438848372,44.7779463657
"DU0324",0,-113.454348769,44.7745462868
"DU0325",0,-113.449348606,44.7729463302
"DU0326",0,-113.313244884,44.78484714099999
"DU0327",0,-113.299044501,44.78654722229999
"DU0328",0,-113.288544151,44.7826473166
"DU0329",3,-113.285334009,44.77871736359999
"DU0330",0,-113.27294361,44.77514746799999
"DU0331",0,-113.328245301,44.7840470484
"DU0332",0,-113.341855681,44.78345696349999
"DU0333",0,-113.348805636,44.7645670438
"DU0334",0,-113.346545728,44.7767469775
"DU0335",0,-113.33264534,44.77734706419999
"DU0337",0,-113.351575708,44.76401702939999
"DU0338",0,-113.342145446,44.7645470875
"DU0339",0,-113.366846049,44.75674697829999
"DU0340",0,-113.359345747,44.7498470735
"DU0341",3,-113.276883778,44.77948741349999
"DU0342",3,-113.291763258,44.7058278109
"DU0343",0,-113.529350504,44.74374600079999
"DU0344",0,-113.480449136,44.74544631049999
"DU0345",0,-113.429947881,44.7595465468
"DU0346",0,-113.421847612,44.75654661999999
"DU0347",0,-113.41244728,44.751546715
"DU0348",0,-113.405746971,44.7423468206
"DU0349",0,-113.411347066,44.7373468176
"DU0350",3,-113.40059676,44.73737688769999
"DU0351",3,-113.403456796,44.733816893
"DU0352",0,-113.35726545,44.7313572114
"DU0353",0,-113.390146338,44.72764702169999
"DU0354",0,-113.395566452,44.724567007
"DU0355",0,-113.359935445,44.7250572364
"DU0356",0,-113.382305972,44.7165271481
"DU0357",3,-113.376355816,44.71756717989999
"DU0358",0,-113.364735493,44.7181772516
"DU0359",0,-113.346044854,44.70984743
"DU0360",0,-113.338624672,44.7120774633
"DU0361",0,-113.336044602,44.7123474783
"DU0362",0,-113.326304293,44.7099075583
"DU0363",3,-113.315953946,44.7057776538
"DU0364",3,-113.30828373,44.7059277027
"DU0365",3,-113.305883663,44.70608771729999
"DU0366",0,-113.336344194,44.6798476976
"DU0367",0,-113.189339965,44.6762486774
"DU0368",0,-113.139638458,44.6690490483
"DU0369",0,-113.085136983,44.6751493587
"DU0370",0,-113.168238793,44.6312491235
"DU0371",0,-113.115437138,44.6192495478
"DU0372",0,-113.103685996,44.5553100713
"DU0374",0,-113.113535997,44.53315016489999
"DU0375",0,-113.122136196,44.52955013499999
"DU0376",0,-113.077133972,44.45425096619999
"DU0377",3,-113.12466525,44.44853070209999
"DU0378",0,-113.364943676,44.57564823529999
"DU0379",0,-113.372443695,44.560448294
"DU0380",0,-113.361343326,44.55624839599999
"DU0381",0,-113.299641554,44.5545488091
"DU0382",0,-113.553299551,44.6171867123
"DU0383",3,-113.589510562,44.6159064834
"DU0384",3,-113.557949622,44.6124567149
"DU0385",0,-113.566549786,44.606246702
"DU0386",3,-113.550499236,44.59883685929999
"DU0387",0,-113.589350218,44.5895466697
"DU0388",0,-113.561049377,44.5865468766
"DU0389",0,-113.579649697,44.5704468684
"DU0390",0,-113.642151388,44.5642465017
"DU0391",0,-113.637951124,44.5529466098
"DU0392",0,-113.660451706,44.5487464918
"DU0393",0,-113.694952729,44.5523462388
"DU0394",0,-113.724653545,44.55044605659999
"DU0395",0,-113.717653289,44.5459461349
"DU0396",0,-113.705752898,44.5417462434
"DU0397",3,-113.710682981,44.5373662423
"DU0398",0,-113.687152273,44.5340464212
