"IndexedObjectId","MinGX","MinGY","MaxGX","MaxGY"
2630,263591880,1270381234,263591880,1270381234
2631,263567374,1270353875,263567374,1270353875
2632,263595319,1270368994,263595319,1270368994
2633,263584212,1270321203,263584212,1270321203
2634,263750776,1270387660,263750776,1270387660
2635,263703147,1270348117,263703147,1270348117
2636,263732199,1270346123,263732199,1270346123
2637,263695756,1270321314,263695756,1270321314
2638,263717851,1270329898,263717851,1270329898
2639,263709274,1270309022,263709274,1270309022
2640,263693700,1270320927,263693700,1270320927
2641,263719195,1270335601,263719195,1270335601
2642,263668166,1270328513,263668166,1270328513
2643,263670419,1270314337,263670419,1270314337
2644,263669748,1270295179,263669748,1270295179
2645,263771726,1270309022,263771726,1270309022
2646,263744571,1270282112,263744571,1270282112
2519,262950341,1273094595,262950341,1273094595
2520,263052319,1273119172,263052319,1273119172
2521,263030580,1273096271,263030580,1273096271
2522,263042438,1273078957,263042438,1273078957
2523,262997773,1273061644,262997773,1273061644
2524,262987891,1273064994,262987891,1273064994
2525,262994216,1273052708,262994216,1273052708
2526,262983148,1273052708,262983148,1273052708
2527,262974452,1273055500,262974452,1273055500
2528,262972476,1273046565,262972476,1273046565
2529,262960223,1273052708,262960223,1273052708
2530,262951527,1273054383,262951527,1273054383
2531,262927416,1273052708,262927416,1273052708
2532,262918720,1273051032,262918720,1273051032
2533,262913977,1273060526,262913977,1273060526
2534,262885478,1273054159,262885478,1273054159
2535,262910854,1273051032,262910854,1273051032
2536,262864569,1273092918,262864569,1273092918
2537,262845991,1273058850,262845991,1273058850
2538,262862593,1273044889,262862593,1273044889
2539,262853897,1273023110,262853897,1273023110
2540,262559425,1273078953,262559425,1273078953
2541,262558239,1273066666,262558239,1273066666
2542,262574840,1273064991,262574840,1273064991
2543,262739665,1273054381,262739665,1273054381
2544,262707649,1273049355,262707649,1273049355
2545,262642826,1273009148,262642826,1273009148
2546,262735318,1272998540,262735318,1272998540
2547,262745200,1272962807,262745200,1272962807
2548,262736109,1272945500,262736109,1272945500
2549,262718717,1272937684,262718717,1272937684
2550,262798956,1272945500,262798956,1272945500
2551,262866941,1272962808,262866941,1272962808
2552,262874452,1272943826,262874452,1272943826
2553,262923070,1272874050,262923070,1272874050
2554,262952715,1272827728,262952715,1272827728
2555,262522272,1272879070,262522272,1272879070
2556,262557450,1272875722,262557450,1272875722
2557,262622273,1272875722,262622273,1272875722
2558,262556264,1272858977,262556264,1272858977
2559,262560613,1272826050,262560613,1272826050
2560,262570494,1272817121,262570494,1272817121
2561,262897774,1272785875,262897774,1272785875
2562,262766941,1272776388,262766941,1272776388
2563,262873663,1272748491,262873663,1272748491
2564,262864572,1272745702,262864572,1272745702
2565,262849552,1272745702,262849552,1272745702
2566,262857062,1272739564,262857062,1272739564
2567,262882359,1272740681,262882359,1272740681
2568,262948368,1272742355,262948368,1272742355
