Sequence Number	Deposit	Latitude	Longitude	MILSREF	MRDSREC	Orange Number
HA1244	Unnamed location	43.3931	-114.3606	160130254	N/A	827
HA1246	Unnamed location	43.3828	-114.3031	160130257	N/A	828
HA1247	Unnamed location	43.3811	-114.2931	160130256	N/A	829
HA1248	Reed Creek Placer	43.3806	-114.3225	160130436	N/A	816
HA1249	Mattair-Powell Prospect (Idaho Belle; Jennie Mae Claims; Mattair)	43.3578	-114.3919	160130199	N/A	833
HA1252	Unnamed location	43.3394	-114.4081	160130294	N/A	835
HA1253	Unnamed location	43.3367	-114.4011	160130293	N/A	837
HA1255	Sunite Pumice Mine	43.33	-114.3992	160130485	W013544	838
HA1257	Big John (Magic Silver)	43.3061	-114.3656	160130486	D006797	858
HA1259	Unnamed location	43.2883	-114.3175	160130258	N/A	842
IF  68	Unnamed prospect	43.65	-113.9936	N/A	N/A	60
IF  69	Unnamed prospect	43.6556	-113.9792	N/A	N/A	61
IF  70	Drummond Copper Mine (Drummin; Prince Pine)	43.6706	-113.9247	160130008	W015660	55
IF  71	Silver Mint Nos. 1 & 2	43.6703	-113.9175	N/A	N/A	56
IF  72	Quartz Occurrence	43.6644	-113.9331	160130490	N/A	62
IF  74	Hecla-Carrier	43.6636	-113.9169	N/A	N/A	59
IF  75	John Larson (High Mountain)	43.6658	-113.9231	160130011	D006777	57
IF  76	Snowball Group	43.6592	-113.9144	160370067	N/A	58
IF  77	Little Copper Creek Vein	43.6578	-113.9342	160130430	N/A	63
IF  78	Carrier Claim (Smithium Property; Smithum)	43.6539	-113.9303	160130010	N/A	64
IF  79	Copper Bell Group	43.6506	-113.9422	160130339	N/A	65
IF  80	Unnamed prospect	43.6558	-113.9514	N/A	N/A	68
IF  81	Unnamed prospect	43.6506	-113.9481	N/A	N/A	69
IF  83	Unnamed prospect	43.64	-113.9367	N/A	N/A	69
IF  84	Unnamed prospect	43.6386	-113.9319	N/A	N/A	70
IF  86	Eaglebird Mine (Garfield Mine; Watkins Tunnel; Viking Mines Inc.; Eagle Bird)	43.6425	-113.9147	160130005	M060181	74
IF  87	Monarch Claim	43.6461	-113.9092	160130424	N/A	72
IF  89	Rippeto Claim	43.6411	-113.9083	160130346	N/A	76
IF  90	Smuggler	43.6375	-113.9072	160130435	N/A	78
IF  91	Silver Eagle	43.6431	-113.9022	160130491	N/A	79
IF  92	United Mines Co. (U.M.; Garfield Gulch; King of the Hills)	43.6339	-113.9094	160130345	N/A	81
IF  93	Scorpion Ridge No. 2	43.6397	-113.8917	N/A	N/A	80
IF  94	Scorpion Ridge No. 1	43.6444	-113.8931	N/A	N/A	80
IF  96	Black Spar (Silver Spar Mining Co.)	43.6314	-113.9464	160130340	N/A	82
IF  97	Garfield Group (Garfield Lead-Silver Mine)	43.6256	-113.9206	160130492	N/A	84
IF  98	Scorpion Group (Garfield Antimony; Old Mutual Tunnel)	43.6258	-113.9058	160130009	N/A	75
IF  99	Mutual Mine	43.6144	-113.9092	160130364	W015662	85
IF 100	Gray Eagle Prospect	43.6183	-113.8842	160130434	N/A	87
IF 102	Boundary Gulch Prospect	43.6114	-113.9069	160130431	W015705	96
IF 103	Muldoon Ridge Prospect	43.6044	-113.8997	160130440	N/A	94
IF 104	American Mine Prospect	43.6039	-113.895	160130426	N/A	95
IF 105	Champion Prospect	43.6072	-113.8889	160130427	N/A	90
IF 106	Idaho Muldoon Mine (Freese Tungsten)	43.6039	-113.8847	160130198	W015661	91
IF 107	Logan Tunnel	43.6081	-113.8772	160130341	N/A	88
IF 108	Muldoon Mine (Solid Muldoon)	43.6033	-113.8872	160130401	W015695	93
IF 109	Muldoon Barium Co. (Deep Gulch Mine; High Ore Claims)	43.5972	-113.9028	N/A	D001140	97
IF 110	Unnamed location	43.5858	-113.8897	160130343	N/A	98
IF 111	Lucky Boy Group (Argosy Mine)	43.5947	-113.8719	160130019	N/A	99
IF 135	Pandora Prospect	43.5161	-113.6778	160230013	W015678	121
IF 136	Sam and Tom Mine	43.5153	-113.6689	160230002	W015653	159
IF 150	Paymaster Mine	43.4783	-113.6583	160130197	M060183	139
IF 155	Pumicite Prospect (Crown Point)	43.2869	-113.9994	160130495	W013543	102
PO  84	Home Stake Placer	42.6736	-113.4536	160130310	W013181	110
PO  86	General Grant Placer	42.6739	-113.4167	160310155	W013183	108
PO  88	Boise Placer	42.6681	-113.3314	160130291	W013186	104
PO  89	Bessie Hannah Placer (South Dakota No. 2; Bessie Placer)	42.6642	-113.3394	160130303	W013185	105
PO  90	Diamond Bar Placer	42.6581	-113.3369	160130304	W013187	106
PO  91	Midnight Placer	42.6583	-113.3275	160130287	W013188	103
PO  92	Nebraska Placer	42.6542	-113.3267	160130270	W013189	102
PO  93	A. W. Smith Farm Placer	42.6481	-113.3258	160130266	W013190	101
